SETU_CCNCT,pollutant,localidad,LL_years_count,years_as_LL,total_population,children_0_9,older_adults_60_plus,IPM_PROMEDIO,ESTRATO_MAYORITARIO
110011000000004514,CO,KENNEDY,1,2016,14929,1517,2810,0.0771212121212121,3
110011000000004516,CO,KENNEDY,1,2015,20149,3032,1628,0.1336296296296296,2
110011000000004517,CO,KENNEDY,1,2016,46396,6213,5415,0.0937024221453287,2
110011000000004518,CO,KENNEDY,1,2016,39111,4275,4837,0.060390243902439,3
110011000000004521,CO,KENNEDY,1,2016,32514,4165,4258,0.0936315789473684,2
110011000000004523,CO,KENNEDY,1,2016,23135,2893,3249,0.0845454545454545,2
110011000000004525,CO,KENNEDY,1,2016,28724,4072,3324,0.1241242937853107,2
110011000000004530,CO,KENNEDY,1,2016,10696,1079,2109,0.0648214285714285,3
110011000000004531,CO,KENNEDY,1,2016,5161,386,1198,0.029375,4
110011000000004532,CO,KENNEDY,1,2016,26015,2987,4227,0.0826506024096385,3
110011000000004533,CO,KENNEDY,1,2016,30378,3463,4725,0.0833898305084745,3
110011000000004535,CO,KENNEDY,1,2015,11270,1609,1241,0.11,2
110011000000004537,CO,KENNEDY,1,2016,12419,1214,2134,0.054625,3
110011000000004538,CO,KENNEDY,1,2019,24532,4026,1748,0.1686111111111111,2
110011000000004540,CO,KENNEDY,1,2016,4807,492,779,0.0486,2
110011000000004541,CO,KENNEDY,1,2016,38115,6231,2696,0.1609545454545455,2
110011000000004551,CO,KENNEDY,1,2019,15761,1663,1150,0.057,2
110011000000004555,CO,KENNEDY,1,2019,15904,2578,814,0.045,2
110011000000004559,CO,KENNEDY,1,2019,0,0,0,0.86,1
110011000000006107,CO,LOS MARTIRES,1,2010,335,22,37,0.2163636363636363,3
110011000000006204,CO,LOS MARTIRES,1,2010,2162,325,148,0.0920833333333333,1
110011000000006205,CO,PUENTE ARANDA,1,2010,296,33,32,0.1619047619047619,3
110011000000006206,CO,PUENTE ARANDA,1,2010,68,7,5,0.3254545454545454,3
110011000000006210,CO,PUENTE ARANDA,1,2010,2331,165,542,0.02,3
110011000000006211,CO,PUENTE ARANDA,1,2010,1275,160,189,0.08,3
110011000000006411,CO,FONTIBON,1,2019,10663,1059,918,0.0557142857142857,2
110011000000006412,CO,FONTIBON,1,2019,23645,2887,2014,0.067027027027027,2
110011000000006416,CO,FONTIBON,1,2019,3633,553,270,0.1392592592592592,2
110011000000006418,CO,FONTIBON,1,2019,11,1,2,0.545,3
110011000000006419,CO,FONTIBON,1,2019,2354,313,174,0.3242857142857143,2
110011000000006502,CO,FONTIBON,1,2016,15469,1434,2702,0.0463095238095238,3
110011000000006504,CO,KENNEDY,1,2016,21842,1835,4079,0.0402312138728323,3
110011000000006505,CO,KENNEDY,1,2016,11596,1087,1800,0.0576,3
110011000000006508,CO,KENNEDY,1,2016,1725,202,269,0.1129411764705882,3
110011000000008103,CO,SANTA FE,1,2012,397,28,66,0.06625,3
110011000000008104,CO,SANTA FE,1,2012,4620,449,885,0.0802439024390243,2
110011000000008105,CO,SANTA FE,1,2012,3183,187,512,0.027391304347826,4
110011000000008106,CO,SANTA FE,1,2012,1701,174,263,0.2441379310344828,4
110011000000008108,CO,SANTA FE,1,2012,4914,370,558,0.0485714285714285,4
110011000000008109,CO,SANTA FE,1,2012,890,85,158,0.2016666666666667,3
110011000000008209,CO,CHAPINERO,1,2012,4678,628,378,0.153695652173913,1
110011000000005304,NO2,SUBA,10,2010;2013;2014;2016;2018;2019;2020;2021;2022;2023,4715,328,1199,0.0466,5
110011000000008411,NO2,USAQUEN,10,2010;2013;2014;2016;2018;2020;2021;2022;2023;2024,5268,407,1060,0.0483333333333333,6
110011000000008413,NO2,USAQUEN,10,2010;2013;2014;2016;2018;2020;2021;2022;2023;2024,1790,144,290,0.08,5
110011000000008414,NO2,USAQUEN,10,2010;2013;2014;2016;2018;2020;2021;2022;2023;2024,4446,473,854,0.0748648648648648,5
110011000000008415,NO2,USAQUEN,10,2010;2013;2014;2016;2018;2020;2021;2022;2023;2024,19359,1148,5977,0.018235294117647,6
110011000000008416,NO2,USAQUEN,10,2010;2013;2014;2016;2018;2020;2021;2022;2023;2024,10223,792,2587,0.0333333333333333,6
110011000000008418,NO2,USAQUEN,10,2010;2013;2014;2016;2018;2020;2021;2022;2023;2024,11240,987,2434,0.0217241379310344,6
110011000000008502,NO2,USAQUEN,10,2010;2014;2015;2018;2019;2020;2021;2022;2023;2024,21988,2278,3149,0.0875,4
110011000000008503,NO2,USAQUEN,10,2010;2014;2015;2018;2019;2020;2021;2022;2023;2024,10244,1092,1528,0.042,3
110011000000008521,NO2,USAQUEN,10,2010;2014;2015;2018;2019;2020;2021;2022;2023;2024,16284,2107,1527,0.0865853658536585,3
110011000000008522,NO2,USAQUEN,10,2010;2014;2015;2018;2019;2020;2021;2022;2023;2024,1872,207,219,0.0814285714285714,3
110011000000008523,NO2,USAQUEN,10,2010;2014;2015;2018;2019;2020;2021;2022;2023;2024,7536,793,1047,0.0689999999999999,3
110011000000008526,NO2,USAQUEN,10,2010;2014;2015;2018;2019;2020;2021;2022;2023;2024,26840,3030,3308,0.0911538461538461,3
110011000000008527,NO2,SUBA,10,2010;2014;2015;2018;2019;2020;2021;2022;2023;2024,8841,1029,1218,0.0863636363636363,4
110011000000008529,NO2,USAQUEN,10,2010;2014;2015;2018;2019;2020;2021;2022;2023;2024,11848,1211,1241,0.0332,3
110011000000008531,NO2,SUBA,10,2010;2014;2015;2018;2019;2020;2021;2022;2023;2024,39,1,3,0.4733333333333333,2
110011000000008532,NO2,USAQUEN,10,2010;2014;2015;2018;2019;2020;2021;2022;2023;2024,25478,3744,2162,0.132183908045977,2
110011000000008533,NO2,SUBA,10,2010;2014;2015;2018;2019;2020;2021;2022;2023;2024,1853,248,160,0.1038461538461539,2
110011000000008534,NO2,USAQUEN,10,2010;2014;2015;2018;2019;2020;2021;2022;2023;2024,11277,1693,929,0.2630232558139535,1
110011000000008537,NO2,SUBA,10,2010;2014;2015;2018;2019;2020;2021;2022;2023;2024,595,49,110,0.2680952380952381,6
110011000000009119,NO2,SUBA,10,2010;2014;2015;2018;2019;2020;2021;2022;2023;2024,18481,1404,3204,0.1378378378378378,4
110011000000009124,NO2,SUBA,10,2010;2014;2015;2018;2019;2020;2021;2022;2023;2024,5825,761,493,0.1307352941176471,6
110011000000007201,NO2,TEUSAQUILLO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,1363,95,298,0.0605555555555555,4
110011000000007202,NO2,TEUSAQUILLO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,6279,398,1408,0.0378461538461538,4
110011000000007302,NO2,BARRIOS UNIDOS,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,1851,143,421,0.0479310344827586,3
110011000000007303,NO2,BARRIOS UNIDOS,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,3200,257,536,0.061081081081081,3
110011000000007304,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,1350,112,186,0.0538888888888888,3
110011000000007305,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,2043,162,303,0.0708333333333333,3
110011000000007306,NO2,TEUSAQUILLO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,2053,133,369,0.0309090909090909,3
110011000000007307,NO2,BARRIOS UNIDOS,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,1604,124,250,0.0375,3
110011000000007308,NO2,BARRIOS UNIDOS,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,1692,156,300,0.0492857142857142,3
110011000000007309,NO2,BARRIOS UNIDOS,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,1655,186,251,0.055,3
110011000000007311,NO2,BARRIOS UNIDOS,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,2495,276,325,0.0875675675675675,3
110011000000007312,NO2,BARRIOS UNIDOS,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,1630,152,231,0.1161538461538461,3
110011000000007401,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,4745,255,1481,0.0296226415094339,4
110011000000007402,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,1691,128,322,0.0282608695652173,3
110011000000007403,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,1437,111,318,0.1018918918918919,3
110011000000007404,NO2,BARRIOS UNIDOS,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,734,31,164,0.1092307692307692,3
110011000000007407,NO2,BARRIOS UNIDOS,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,1836,168,343,0.043076923076923,3
110011000000008201,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,1730,107,407,0.1073333333333333,4
110011000000008204,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,5919,404,995,0.0210714285714285,4
110011000000008303,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,3158,252,700,0.0314814814814814,6
110011000000008305,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,6963,613,1590,0.0275862068965517,6
110011000000008306,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,2367,187,492,0.079090909090909,4
110011000000008307,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,8066,678,1639,0.1003846153846154,6
110011000000008308,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,8387,839,1768,0.0241666666666666,6
110011000000008310,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,1278,115,376,0.0066666666666666,6
110011000000008311,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,4899,405,1364,0.0323809523809523,6
110011000000008313,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,1747,115,274,0.145,5
110011000000008314,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,4178,387,779,0.0437931034482758,5
110011000000008315,NO2,CHAPINERO,9,2013;2016;2018;2019;2020;2021;2022;2023;2024,7338,645,1503,0.0357777777777777,6
110011000000008402,NO2,USAQUEN,9,2010;2013;2014;2018;2020;2021;2022;2023;2024,14122,1113,4049,0.0190697674418604,6
110011000000008404,NO2,USAQUEN,9,2010;2013;2014;2018;2020;2021;2022;2023;2024,7324,553,1597,0.0428571428571428,5
110011000000008410,NO2,CHAPINERO,9,2013;2014;2016;2018;2020;2021;2022;2023;2024,764,158,11,0.03,4
110011000000008412,NO2,CHAPINERO,9,2010;2013;2014;2016;2018;2021;2022;2023;2024,10408,1031,1988,0.0425925925925926,6
110011000000008417,NO2,USAQUEN,9,2010;2013;2014;2018;2020;2021;2022;2023;2024,12955,1052,3066,0.0482558139534883,5
110011000000008504,NO2,USAQUEN,9,2010;2014;2015;2018;2020;2021;2022;2023;2024,6731,958,604,0.1686666666666667,2
110011000000008505,NO2,USAQUEN,9,2010;2014;2015;2018;2020;2021;2022;2023;2024,14425,1630,1927,0.0863218390804597,3
110011000000008506,NO2,USAQUEN,9,2010;2014;2015;2018;2020;2021;2022;2023;2024,16733,1855,2242,0.0587209302325581,3
110011000000008513,NO2,USAQUEN,9,2010;2013;2014;2018;2020;2021;2022;2023;2024,13314,1043,2999,0.0203703703703703,5
110011000000008514,NO2,USAQUEN,9,2010;2013;2014;2018;2020;2021;2022;2023;2024,5553,382,1428,0.044054054054054,5
110011000000008517,NO2,USAQUEN,9,2010;2014;2015;2018;2020;2021;2022;2023;2024,10311,845,1974,0.0247058823529411,4
110011000000008520,NO2,USAQUEN,9,2010;2013;2014;2018;2020;2021;2022;2023;2024,5089,402,956,0.0852272727272727,6
110011000000008524,NO2,USAQUEN,9,2010;2014;2015;2018;2020;2021;2022;2023;2024,85,11,8,0.0075,2
110011000000008535,NO2,USAQUEN,9,2010;2014;2015;2018;2020;2021;2022;2023;2024,16219,2500,1495,0.2092631578947368,1
110011000000008536,NO2,USAQUEN,9,2010;2014;2015;2018;2020;2021;2022;2023;2024,2028,280,167,0.1488235294117647,2
110011000000005104,NO2,BARRIOS UNIDOS,8,2013;2018;2019;2020;2021;2022;2023;2024,1298,126,230,0.0307692307692307,3
110011000000007203,NO2,CHAPINERO,8,2013;2016;2018;2019;2020;2021;2022;2024,4501,289,668,0.0466666666666666,3
110011000000007301,NO2,BARRIOS UNIDOS,8,2013;2018;2019;2020;2021;2022;2023;2024,1547,147,280,0.0623809523809523,3
110011000000007310,NO2,BARRIOS UNIDOS,8,2013;2018;2019;2020;2021;2022;2023;2024,3268,387,458,0.0627777777777777,3
110011000000007405,NO2,BARRIOS UNIDOS,8,2013;2018;2019;2020;2021;2022;2023;2024,1810,173,384,0.0465217391304347,3
110011000000007406,NO2,BARRIOS UNIDOS,8,2013;2016;2018;2019;2020;2021;2023;2024,1834,164,335,0.0870967741935483,3
110011000000008213,NO2,CHAPINERO,8,2013;2016;2018;2019;2020;2021;2022;2024,7372,360,1036,0.0612820512820512,3
110011000000008214,NO2,CHAPINERO,8,2013;2016;2018;2019;2020;2021;2022;2024,4240,190,757,0.0999999999999999,4
110011000000008304,NO2,CHAPINERO,8,2013;2016;2019;2020;2021;2022;2023;2024,6378,551,1466,0.016,6
110011000000008312,NO2,CHAPINERO,8,2013;2016;2019;2020;2021;2022;2023;2024,1007,63,267,0.0427777777777777,5
110011000000008405,NO2,USAQUEN,8,2010;2014;2018;2020;2021;2022;2023;2024,3627,286,804,0.0341176470588235,6
110011000000008406,NO2,USAQUEN,8,2010;2014;2018;2020;2021;2022;2023;2024,10188,1141,1495,0.1058181818181818,2
110011000000008407,NO2,USAQUEN,8,2013;2014;2016;2018;2021;2022;2023;2024,3195,205,915,0.0722,6
110011000000008409,NO2,CHAPINERO,8,2013;2016;2018;2020;2021;2022;2023;2024,83,11,0,0.034,4
110011000000008507,NO2,USAQUEN,8,2010;2014;2018;2020;2021;2022;2023;2024,12158,1152,2043,0.0726666666666666,3
110011000000008508,NO2,USAQUEN,8,2010;2014;2018;2020;2021;2022;2023;2024,10758,735,2831,0.0272093023255813,4
110011000000008509,NO2,USAQUEN,8,2010;2014;2018;2020;2021;2022;2023;2024,3188,242,723,0.0225,4
110011000000008510,NO2,USAQUEN,8,2010;2014;2018;2020;2021;2022;2023;2024,19174,1322,4628,0.0137037037037037,4
110011000000008511,NO2,USAQUEN,8,2010;2014;2018;2020;2021;2022;2023;2024,6318,468,1593,0.0123076923076923,4
110011000000008512,NO2,USAQUEN,8,2010;2014;2018;2020;2021;2022;2023;2024,13523,1039,3027,0.0235294117647058,4
110011000000008515,NO2,USAQUEN,8,2010;2013;2014;2018;2020;2022;2023;2024,19921,1365,4505,0.0470422535211267,4
110011000000008518,NO2,USAQUEN,8,2010;2014;2018;2020;2021;2022;2023;2024,17281,1447,3792,0.0161111111111111,4
110011000000008528,NO2,USAQUEN,8,2010;2014;2015;2018;2019;2020;2022;2023,21667,2592,2202,0.1124590163934426,3
110011000000005102,NO2,BARRIOS UNIDOS,7,2013;2018;2019;2020;2022;2023;2024,14094,1323,2327,0.0245070422535211,4
110011000000005203,NO2,BARRIOS UNIDOS,7,2013;2018;2019;2020;2022;2023;2024,5490,569,965,0.0637037037037037,3
110011000000008205,NO2,CHAPINERO,7,2013;2016;2019;2020;2021;2022;2024,10900,1091,1052,0.1350649350649351,4
110011000000008301,NO2,CHAPINERO,7,2013;2016;2018;2021;2022;2023;2024,4854,387,992,0.0928070175438596,6
110011000000008309,NO2,CHAPINERO,7,2013;2016;2018;2021;2022;2023;2024,4370,407,1210,0.0491666666666666,6
110011000000008501,NO2,SUBA,7,2010;2014;2015;2018;2019;2020;2022,9921,924,1594,0.0676923076923076,3
110011000000009120,NO2,SUBA,7,2010;2014;2015;2018;2019;2020;2022,22795,1903,4272,0.0325,4
110011000000003208,NO2,SAN CRISTOBAL,6,2015;2019;2021;2022;2023;2024,11376,1598,1319,0.2195294117647059,2
110011000000005106,NO2,TEUSAQUILLO,6,2013;2015;2018;2019;2020;2021,9527,753,2293,0.0172413793103448,5
110011000000007101,NO2,TEUSAQUILLO,6,2013;2015;2016;2019;2020;2021,6965,439,1558,0.0243076923076923,4
110011000000007102,NO2,CHAPINERO,6,2013;2015;2016;2019;2020;2021,3055,174,461,0.0311764705882353,4
110011000000007205,NO2,CHAPINERO,6,2013;2015;2016;2019;2020;2021,5016,314,882,0.0202083333333333,4
110011000000007206,NO2,TEUSAQUILLO,6,2013;2015;2016;2019;2020;2021,5442,279,1100,0.0214285714285714,4
110011000000008202,NO2,CHAPINERO,6,2013;2016;2019;2020;2021;2022,1273,80,284,0.0192307692307692,6
110011000000008206,NO2,CHAPINERO,6,2013;2016;2019;2020;2021;2022,3046,150,471,0.1045454545454545,4
110011000000008211,NO2,SANTA FE,6,2013;2015;2016;2019;2020;2021,4685,163,418,0.0428,4
110011000000008302,NO2,CHAPINERO,6,2013;2016;2021;2022;2023;2024,677,66,122,0.0523076923076923,6
110011000000008401,NO2,USAQUEN,6,2010;2013;2014;2018;2020;2022,9633,818,2295,0.0319047619047619,5
110011000000008516,NO2,SUBA,6,2010;2014;2015;2018;2020;2022,6474,648,1113,0.0844999999999999,3
110011000000008519,NO2,SUBA,6,2010;2014;2015;2018;2020;2022,8454,581,2094,0.0346153846153846,4
110011000000008525,NO2,SUBA,6,2010;2014;2015;2018;2020;2022,2047,174,339,0.0388888888888888,3
110011000000009101,NO2,SUBA,6,2010;2014;2015;2018;2020;2022,7525,657,1274,0.0576923076923077,3
110011000000009102,NO2,SUBA,6,2010;2014;2015;2018;2019;2020,22273,2262,3044,0.051,3
110011000000009113,NO2,SUBA,6,2010;2014;2015;2018;2020;2022,4418,361,709,0.0824242424242424,5
110011000000001101,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,4600,576,463,0.20625,2
110011000000001102,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,8859,1150,950,0.1302222222222222,2
110011000000001103,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,7002,843,863,0.1148275862068966,2
110011000000001105,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,3648,529,304,0.1844230769230769,2
110011000000001106,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,19118,2531,2163,0.1605384615384615,2
110011000000001108,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,13085,1700,1514,0.09625,2
110011000000001109,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,1984,183,363,0.0804545454545454,3
110011000000001110,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,1515,145,266,0.0876923076923077,3
110011000000001111,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,2824,296,513,0.1006896551724138,3
110011000000001112,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,886,87,159,0.1109090909090909,3
110011000000001114,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,1424,144,276,0.07,3
110011000000001205,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,2805,266,526,0.0526923076923077,3
110011000000001206,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,1043,89,203,0.0525,3
110011000000001207,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,5104,495,770,0.0604347826086956,3
110011000000001210,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,2881,303,516,0.0878947368421052,3
110011000000001301,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,8012,910,1002,0.0837254901960784,2
110011000000001302,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,4317,550,646,0.122,3
110011000000001303,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,7961,1049,1135,0.1186486486486486,2
110011000000001304,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,16148,2100,2133,0.1367619047619048,2
110011000000001305,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,4296,579,541,0.1252380952380952,2
110011000000001308,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,17324,2282,1924,0.1395495495495495,2
110011000000001309,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,12523,1712,1399,0.1177777777777778,2
110011000000001310,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,7774,1074,920,0.1184782608695652,2
110011000000001312,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,11931,1721,1072,0.1894623655913979,2
110011000000001314,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,7091,934,926,0.1896666666666667,2
110011000000001315,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,9255,1256,1095,0.1661842105263158,2
110011000000001327,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,7870,1100,950,0.1085915492957747,2
110011000000001331,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,2984,391,362,0.1785185185185185,2
110011000000001332,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,14319,1907,1854,0.147421875,2
110011000000001404,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,7969,729,1433,0.0519148936170212,3
110011000000001405,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,9993,1064,1610,0.0846153846153846,3
110011000000001406,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,7842,770,1127,0.0768965517241379,2
110011000000001407,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,2002,194,334,0.1428571428571428,3
110011000000001408,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,7811,929,1077,0.08484375,2
110011000000001410,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,8834,1103,1283,0.1153571428571429,3
110011000000002510,NO2,RAFAEL URIBE URIBE,5,2015;2019;2022;2023;2024,30194,4310,3014,0.1260924369747899,2
110011000000002535,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,36436,4702,4173,0.1391519434628975,2
110011000000003202,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,9941,1253,1392,0.1625,2
110011000000003205,NO2,SANTA FE,5,2015;2021;2022;2023;2024,3899,531,525,0.1253125,2
110011000000003211,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,7353,1000,999,0.2013333333333333,2
110011000000003216,NO2,SAN CRISTOBAL,5,2015;2019;2022;2023;2024,729,91,105,0.208,1
110011000000005103,NO2,BARRIOS UNIDOS,5,2013;2018;2019;2020;2023,2722,219,503,0.0357894736842105,3
110011000000005108,NO2,TEUSAQUILLO,5,2013;2015;2019;2020;2021,7542,624,1428,0.14,4
110011000000005201,NO2,BARRIOS UNIDOS,5,2013;2018;2019;2020;2023,4346,435,775,0.0658823529411764,3
110011000000005202,NO2,BARRIOS UNIDOS,5,2013;2018;2019;2020;2023,4371,469,598,0.0817948717948718,3
110011000000005303,NO2,SUBA,5,2010;2013;2014;2018;2023,3855,291,941,0.0264150943396226,5
110011000000005305,NO2,BARRIOS UNIDOS,5,2013;2018;2019;2020;2023,2303,154,492,0.0342857142857142,3
110011000000007204,NO2,CHAPINERO,5,2013;2016;2019;2020;2021,4636,312,604,0.0504761904761904,3
110011000000007207,NO2,TEUSAQUILLO,5,2013;2016;2019;2020;2021,2519,182,563,0.0334615384615384,4
110011000000007208,NO2,TEUSAQUILLO,5,2013;2016;2019;2020;2021,2373,158,459,0.0365384615384615,4
110011000000007209,NO2,TEUSAQUILLO,5,2013;2016;2019;2020;2021,6408,471,1022,0.0341463414634146,3
110011000000008207,NO2,CHAPINERO,5,2013;2016;2019;2020;2021,4595,219,618,0.014054054054054,4
110011000000008208,NO2,CHAPINERO,5,2013;2016;2019;2020;2021,9121,607,944,0.0633333333333333,4
110011000000008212,NO2,CHAPINERO,5,2013;2016;2019;2020;2021,5335,261,682,0.032,4
110011000000008216,NO2,CHAPINERO,5,2013;2016;2019;2020;2021,1092,107,154,0.0506666666666666,5
110011000000008408,NO2,USAQUEN,5,2013;2021;2022;2023;2024,2609,227,662,0.0412820512820512,6
110011000000009103,NO2,SUBA,5,2010;2014;2015;2018;2020,7867,884,841,0.02,4
110011000000009106,NO2,SUBA,5,2010;2013;2014;2018;2020,20237,1630,4174,0.0359223300970873,5
110011000000009107,NO2,SUBA,5,2010;2013;2014;2018;2020,14733,1342,2704,0.0421666666666666,3
110011000000009108,NO2,SUBA,5,2010;2013;2014;2018;2020,24195,2104,4780,0.0490990990990991,5
110011000000009111,NO2,SUBA,5,2010;2013;2014;2018;2020,21507,1619,5569,0.0153424657534246,5
110011000000009112,NO2,SUBA,5,2010;2013;2014;2018;2020,5640,422,1290,0.0272881355932203,6
110011000000009115,NO2,SUBA,5,2010;2013;2014;2018;2020,63212,6437,9586,0.0369512195121951,4
110011000000009117,NO2,SUBA,5,2010;2013;2014;2018;2020,17410,1622,3787,0.0642168674698795,3
110011000000009212,NO2,SUBA,5,2010;2014;2015;2018;2020,9351,1186,930,0.1564444444444444,3
110011000000009213,NO2,SUBA,5,2010;2014;2015;2018;2020,4339,438,582,0.1429166666666667,5
110011000000001104,NO2,SAN CRISTOBAL,4,2015;2022;2023;2024,4494,736,433,0.2582142857142857,1
110011000000001107,NO2,SAN CRISTOBAL,4,2015;2022;2023;2024,6564,883,861,0.1048571428571429,2
110011000000001204,NO2,SAN CRISTOBAL,4,2015;2019;2023;2024,10811,1022,2055,0.0451898734177215,3
110011000000001209,NO2,SAN CRISTOBAL,4,2015;2019;2023;2024,2772,338,448,0.1014285714285714,3
110011000000001306,NO2,USME,4,2015;2019;2023;2024,10521,1419,1173,0.1267676767676768,2
110011000000001311,NO2,SAN CRISTOBAL,4,2015;2019;2023;2024,7228,1013,872,0.1290909090909091,2
110011000000001319,NO2,SAN CRISTOBAL,4,2015;2019;2023;2024,11344,1508,1384,0.1517441860465116,2
110011000000001320,NO2,USME,4,2015;2019;2023;2024,18207,2644,1892,0.1633571428571429,2
110011000000001321,NO2,SAN CRISTOBAL,4,2015;2019;2023;2024,11909,1647,1437,0.162625,2
110011000000001326,NO2,USME,4,2015;2019;2023;2024,9736,1452,915,0.2113235294117647,2
110011000000001402,NO2,RAFAEL URIBE URIBE,4,2015;2019;2023;2024,14164,1540,2217,0.0602197802197802,3
110011000000001403,NO2,RAFAEL URIBE URIBE,4,2015;2019;2023;2024,7552,767,991,0.0369565217391304,3
110011000000001409,NO2,SAN CRISTOBAL,4,2015;2019;2023;2024,11574,1509,1489,0.1724444444444444,2
110011000000002205,NO2,RAFAEL URIBE URIBE,4,2015;2019;2023;2024,9891,1220,1473,0.1112,3
110011000000002501,NO2,RAFAEL URIBE URIBE,4,2015;2019;2023;2024,17403,2174,2415,0.1010416666666667,2
110011000000002503,NO2,RAFAEL URIBE URIBE,4,2015;2019;2023;2024,7392,948,904,0.1410869565217391,3
110011000000002504,NO2,RAFAEL URIBE URIBE,4,2015;2019;2023;2024,13401,1907,1671,0.1685271317829457,2
110011000000002505,NO2,RAFAEL URIBE URIBE,4,2015;2019;2023;2024,9424,1410,1059,0.1850574712643678,2
110011000000002506,NO2,RAFAEL URIBE URIBE,4,2015;2019;2023;2024,8366,1014,1169,0.08,2
110011000000002507,NO2,RAFAEL URIBE URIBE,4,2015;2019;2023;2024,4588,607,599,0.1075609756097561,2
110011000000002508,NO2,RAFAEL URIBE URIBE,4,2015;2019;2023;2024,9984,1406,1359,0.1183606557377049,2
110011000000002509,NO2,CIUDAD BOLIVAR,4,2015;2019;2023;2024,6087,822,782,0.1463636363636364,2
110011000000002511,NO2,RAFAEL URIBE URIBE,4,2015;2019;2023;2024,1706,303,125,0.1772,1
