localidad,pollutant,year,HH,HL,LH,LL,NS
TEUSAQUILLO,NO2,2015,0,0,0,8,12
TEUSAQUILLO,NO2,2016,3,0,0,10,7
TEUSAQUILLO,NO2,2017,20,0,0,0,0
TEUSAQUILLO,NO2,2018,0,0,0,7,13
TEUSAQUILLO,NO2,2019,0,0,0,17,3
TEUSAQUILLO,NO2,2020,0,0,0,15,5
TEUSAQUILLO,NO2,2021,0,0,0,13,7
TEUSAQUILLO,NO2,2022,0,0,0,3,17
TEUSAQUILLO,NO2,2023,0,0,0,3,17
TEUSAQUILLO,NO2,2024,0,0,0,3,17
TEUSAQUILLO,O3,2010,5,0,0,0,15
TEUSAQUILLO,O3,2011,0,0,0,0,20
TEUSAQUILLO,O3,2012,16,0,0,0,4
TEUSAQUILLO,O3,2013,0,0,0,4,16
TEUSAQUILLO,O3,2014,6,0,0,0,14
TEUSAQUILLO,O3,2015,1,0,0,9,10
TEUSAQUILLO,O3,2016,3,0,0,3,14
TEUSAQUILLO,O3,2017,6,0,0,0,14
TEUSAQUILLO,O3,2018,0,0,0,0,20
TEUSAQUILLO,O3,2019,13,0,0,0,7
TEUSAQUILLO,O3,2020,16,0,0,0,4
TEUSAQUILLO,O3,2021,0,0,0,1,19
TEUSAQUILLO,O3,2022,3,0,0,0,17
TEUSAQUILLO,O3,2023,15,0,0,0,5
TEUSAQUILLO,O3,2024,13,0,0,0,7
TEUSAQUILLO,PM10,2010,0,0,0,15,5
TEUSAQUILLO,PM10,2011,0,0,0,16,4
TEUSAQUILLO,PM10,2012,0,0,0,9,11
TEUSAQUILLO,PM10,2013,0,0,0,8,12
TEUSAQUILLO,PM10,2014,0,0,0,14,6
TEUSAQUILLO,PM10,2015,0,0,0,9,11
TEUSAQUILLO,PM10,2016,0,0,0,10,10
TEUSAQUILLO,PM10,2017,0,0,0,11,9
TEUSAQUILLO,PM10,2018,0,0,0,18,2
TEUSAQUILLO,PM10,2019,0,0,0,13,7
TEUSAQUILLO,PM10,2020,0,0,0,15,5
TEUSAQUILLO,PM10,2021,0,0,0,14,6
TEUSAQUILLO,PM10,2022,0,0,0,15,5
TEUSAQUILLO,PM10,2023,0,0,0,12,8
TEUSAQUILLO,PM10,2024,0,0,0,13,7
TEUSAQUILLO,PM2.5,2010,0,0,0,0,20
TEUSAQUILLO,PM2.5,2011,0,0,0,4,16
TEUSAQUILLO,PM2.5,2012,0,0,0,6,14
TEUSAQUILLO,PM2.5,2013,0,0,0,5,15
TEUSAQUILLO,PM2.5,2014,0,0,0,4,16
TEUSAQUILLO,PM2.5,2015,0,0,0,9,11
TEUSAQUILLO,PM2.5,2016,0,0,0,2,18
TEUSAQUILLO,PM2.5,2017,2,0,0,1,17
TEUSAQUILLO,PM2.5,2018,0,0,0,14,6
TEUSAQUILLO,PM2.5,2019,0,0,0,6,14
TEUSAQUILLO,PM2.5,2020,2,0,0,0,18
TEUSAQUILLO,PM2.5,2021,4,0,0,0,16
TEUSAQUILLO,PM2.5,2022,0,0,0,5,15
TEUSAQUILLO,PM2.5,2023,0,0,0,1,19
TEUSAQUILLO,PM2.5,2024,0,0,0,8,12
TEUSAQUILLO,SO2,2011,0,0,0,20,0
TEUSAQUILLO,SO2,2012,0,0,0,16,4
TEUSAQUILLO,SO2,2014,0,0,0,0,20
TEUSAQUILLO,SO2,2015,0,0,0,0,20
TEUSAQUILLO,SO2,2016,0,0,0,14,6
TEUSAQUILLO,SO2,2017,0,0,0,20,0
TEUSAQUILLO,SO2,2018,0,0,0,20,0
TEUSAQUILLO,SO2,2019,0,0,0,20,0
TEUSAQUILLO,SO2,2020,0,0,0,20,0
TEUSAQUILLO,SO2,2021,0,0,0,20,0
TEUSAQUILLO,SO2,2022,0,0,0,18,2
TEUSAQUILLO,SO2,2023,0,0,0,20,0
TEUSAQUILLO,SO2,2024,0,0,0,20,0
TEUSAQUILLO,eBC,2021,0,0,0,0,20
TEUSAQUILLO,eBC,2022,0,0,0,8,12
TEUSAQUILLO,eBC,2023,0,0,0,1,19
TUNJUELITO,CO,2010,2,0,0,1,1
TUNJUELITO,CO,2011,3,0,0,0,1
TUNJUELITO,CO,2012,4,0,0,0,0
TUNJUELITO,CO,2013,4,0,0,0,0
TUNJUELITO,CO,2014,3,0,0,0,1
TUNJUELITO,CO,2015,2,0,0,0,2
TUNJUELITO,CO,2016,0,0,0,4,0
TUNJUELITO,CO,2017,2,0,0,0,2
TUNJUELITO,CO,2018,4,0,0,0,0
TUNJUELITO,CO,2019,3,0,0,0,1
TUNJUELITO,CO,2020,4,0,0,0,0
TUNJUELITO,CO,2021,3,0,0,0,1
TUNJUELITO,CO,2022,4,0,0,0,0
TUNJUELITO,CO,2023,4,0,0,0,0
TUNJUELITO,CO,2024,0,0,0,0,4
TUNJUELITO,NO2,2010,3,0,0,0,1
TUNJUELITO,NO2,2013,2,0,0,0,2
TUNJUELITO,NO2,2014,1,0,0,0,3
TUNJUELITO,NO2,2015,2,0,0,1,1
TUNJUELITO,NO2,2016,4,0,0,0,0
TUNJUELITO,NO2,2017,1,0,0,0,3
TUNJUELITO,NO2,2018,4,0,0,0,0
TUNJUELITO,NO2,2019,1,0,0,1,2
TUNJUELITO,NO2,2020,3,0,0,0,1
TUNJUELITO,NO2,2021,0,0,0,0,4
TUNJUELITO,NO2,2022,0,0,0,0,4
TUNJUELITO,NO2,2023,0,0,0,0,4
TUNJUELITO,NO2,2024,0,0,0,1,3
TUNJUELITO,O3,2010,0,0,0,4,0
TUNJUELITO,O3,2011,0,0,0,0,4
TUNJUELITO,O3,2012,0,0,0,4,0
TUNJUELITO,O3,2013,0,0,0,3,1
TUNJUELITO,O3,2014,0,0,0,4,0
TUNJUELITO,O3,2015,0,0,0,4,0
TUNJUELITO,O3,2016,0,0,0,4,0
TUNJUELITO,O3,2017,0,0,0,1,3
TUNJUELITO,O3,2018,0,0,0,4,0
TUNJUELITO,O3,2019,0,0,0,4,0
TUNJUELITO,O3,2020,0,0,0,4,0
TUNJUELITO,O3,2021,0,0,0,3,1
TUNJUELITO,O3,2022,0,0,0,0,4
TUNJUELITO,O3,2023,0,0,0,0,4
TUNJUELITO,O3,2024,0,0,0,0,4
TUNJUELITO,PM10,2010,3,0,0,0,1
TUNJUELITO,PM10,2011,3,0,0,0,1
TUNJUELITO,PM10,2012,3,0,0,0,1
TUNJUELITO,PM10,2013,2,0,0,0,2
TUNJUELITO,PM10,2014,4,0,0,0,0
TUNJUELITO,PM10,2015,3,0,0,0,1
TUNJUELITO,PM10,2016,3,0,0,0,1
TUNJUELITO,PM10,2017,3,0,0,0,1
TUNJUELITO,PM10,2018,3,0,0,0,1
TUNJUELITO,PM10,2019,3,0,0,0,1
TUNJUELITO,PM10,2020,4,0,0,0,0
TUNJUELITO,PM10,2021,3,0,0,0,1
TUNJUELITO,PM10,2022,4,0,0,0,0
TUNJUELITO,PM10,2023,3,0,0,0,1
TUNJUELITO,PM10,2024,3,0,0,0,1
TUNJUELITO,PM2.5,2010,3,0,0,0,1
TUNJUELITO,PM2.5,2011,3,0,0,0,1
TUNJUELITO,PM2.5,2012,3,0,0,0,1
TUNJUELITO,PM2.5,2013,3,0,0,0,1
TUNJUELITO,PM2.5,2014,3,0,0,0,1
TUNJUELITO,PM2.5,2015,4,0,0,0,0
TUNJUELITO,PM2.5,2016,4,0,0,0,0
TUNJUELITO,PM2.5,2017,3,0,0,0,1
TUNJUELITO,PM2.5,2018,3,0,0,0,1
TUNJUELITO,PM2.5,2019,2,0,1,0,1
TUNJUELITO,PM2.5,2020,1,0,1,0,2
TUNJUELITO,PM2.5,2021,1,0,1,0,2
TUNJUELITO,PM2.5,2022,4,0,0,0,0
TUNJUELITO,PM2.5,2023,4,0,0,0,0
TUNJUELITO,PM2.5,2024,3,0,0,0,1
TUNJUELITO,SO2,2011,4,0,0,0,0
TUNJUELITO,SO2,2012,4,0,0,0,0
TUNJUELITO,SO2,2014,0,0,0,0,4
TUNJUELITO,SO2,2015,0,0,0,0,4
TUNJUELITO,SO2,2016,3,0,0,0,1
TUNJUELITO,SO2,2017,4,0,0,0,0
TUNJUELITO,SO2,2018,2,0,0,0,2
TUNJUELITO,SO2,2019,3,0,0,0,1
TUNJUELITO,SO2,2020,3,0,0,0,1
TUNJUELITO,SO2,2021,4,0,0,0,0
TUNJUELITO,SO2,2022,3,0,0,0,1
TUNJUELITO,SO2,2023,2,0,0,0,2
TUNJUELITO,SO2,2024,0,0,0,0,4
TUNJUELITO,eBC,2021,4,0,0,0,0
TUNJUELITO,eBC,2022,4,0,0,0,0
TUNJUELITO,eBC,2023,0,0,0,0,4
USAQUEN,CO,2010,0,0,0,0,42
USAQUEN,CO,2011,0,0,0,26,16
USAQUEN,CO,2012,0,0,0,0,42
USAQUEN,CO,2013,0,0,0,8,34
USAQUEN,CO,2014,0,0,0,12,30
USAQUEN,CO,2015,3,0,0,0,39
USAQUEN,CO,2016,6,0,0,0,36
USAQUEN,CO,2017,0,0,0,0,42
USAQUEN,CO,2018,0,0,0,42,0
USAQUEN,CO,2019,0,0,0,40,2
USAQUEN,CO,2020,0,0,0,41,1
USAQUEN,CO,2021,0,0,0,42,0
USAQUEN,CO,2022,0,0,0,38,4
USAQUEN,CO,2023,0,0,0,39,3
USAQUEN,CO,2024,0,0,0,32,10
USAQUEN,NO2,2010,0,0,0,40,2
USAQUEN,NO2,2013,0,0,0,16,26
USAQUEN,NO2,2014,0,0,0,41,1
USAQUEN,NO2,2015,0,0,0,17,25
USAQUEN,NO2,2016,0,0,0,7,35
USAQUEN,NO2,2017,0,0,0,0,42
USAQUEN,NO2,2018,0,0,0,41,1
USAQUEN,NO2,2019,0,0,0,10,32
USAQUEN,NO2,2020,0,0,0,40,2
USAQUEN,NO2,2021,0,0,0,39,3
USAQUEN,NO2,2022,0,0,0,42,0
USAQUEN,NO2,2023,0,0,0,41,1
USAQUEN,NO2,2024,0,0,0,40,2
USAQUEN,O3,2010,42,0,0,0,0
USAQUEN,O3,2011,41,0,0,0,1
USAQUEN,O3,2012,4,0,0,0,38
USAQUEN,O3,2013,25,0,0,0,17
USAQUEN,O3,2014,42,0,0,0,0
USAQUEN,O3,2015,42,0,0,0,0
USAQUEN,O3,2016,41,0,0,0,1
USAQUEN,O3,2017,31,0,0,0,11
USAQUEN,O3,2018,30,0,0,0,12
USAQUEN,O3,2019,41,0,0,0,1
USAQUEN,O3,2020,1,0,0,0,41
USAQUEN,O3,2021,0,0,0,25,17
USAQUEN,O3,2022,15,0,0,1,26
USAQUEN,O3,2023,6,0,0,6,30
USAQUEN,O3,2024,22,0,0,0,20
USAQUEN,PM10,2010,0,0,0,42,0
USAQUEN,PM10,2011,0,0,0,27,15
USAQUEN,PM10,2012,0,0,0,40,2
USAQUEN,PM10,2013,0,0,0,23,19
USAQUEN,PM10,2014,0,0,0,30,12
USAQUEN,PM10,2015,0,0,0,41,1
USAQUEN,PM10,2016,0,0,0,12,30
USAQUEN,PM10,2017,0,0,0,12,30
USAQUEN,PM10,2018,0,0,0,1,41
USAQUEN,PM10,2019,0,0,0,42,0
USAQUEN,PM10,2020,0,0,0,1,41
USAQUEN,PM10,2021,0,0,0,0,42
USAQUEN,PM10,2022,0,0,0,41,1
USAQUEN,PM10,2023,0,0,0,40,2
USAQUEN,PM10,2024,0,0,0,36,6
USAQUEN,PM2.5,2010,0,0,0,42,0
USAQUEN,PM2.5,2011,0,0,0,37,5
USAQUEN,PM2.5,2012,0,0,0,40,2
USAQUEN,PM2.5,2013,0,0,0,24,18
USAQUEN,PM2.5,2014,0,0,0,30,12
USAQUEN,PM2.5,2015,0,0,0,9,33
USAQUEN,PM2.5,2016,0,0,0,21,21
USAQUEN,PM2.5,2017,0,0,0,39,3
USAQUEN,PM2.5,2018,0,0,0,34,8
USAQUEN,PM2.5,2019,0,0,0,12,30
USAQUEN,PM2.5,2020,0,0,0,36,6
USAQUEN,PM2.5,2021,0,0,0,42,0
USAQUEN,PM2.5,2022,0,0,0,42,0
USAQUEN,PM2.5,2023,0,0,0,41,1
USAQUEN,PM2.5,2024,0,0,0,36,6
USAQUEN,SO2,2011,0,0,0,17,25
USAQUEN,SO2,2012,0,0,0,24,18
USAQUEN,SO2,2014,30,0,0,0,12
USAQUEN,SO2,2015,0,0,0,0,42
USAQUEN,SO2,2016,0,0,0,7,35
USAQUEN,SO2,2017,0,0,0,19,23
USAQUEN,SO2,2018,0,0,0,0,42
USAQUEN,SO2,2019,0,0,0,31,11
USAQUEN,SO2,2020,0,0,0,35,7
USAQUEN,SO2,2021,0,0,0,33,9
USAQUEN,SO2,2022,0,0,0,0,42
USAQUEN,SO2,2023,0,0,0,39,3
USAQUEN,SO2,2024,0,0,0,40,2
USAQUEN,eBC,2021,0,0,0,10,32
USAQUEN,eBC,2022,0,0,0,0,42
USAQUEN,eBC,2023,0,0,0,0,42
USME,CO,2010,0,0,0,9,23
USME,CO,2011,0,0,0,12,20
USME,CO,2012,0,0,0,4,28
USME,CO,2013,5,0,0,0,27
USME,CO,2014,0,0,0,0,32
USME,CO,2015,0,0,0,15,17
USME,CO,2016,0,0,0,1,31
USME,CO,2017,0,0,0,0,32
USME,CO,2018,1,0,0,0,31
USME,CO,2019,0,0,0,0,32
USME,CO,2020,0,0,0,0,32
USME,CO,2021,0,0,0,30,2
USME,CO,2022,0,0,0,30,2
USME,CO,2023,0,0,0,25,7
USME,CO,2024,0,0,0,31,1
USME,NO2,2010,0,0,0,0,32
USME,NO2,2013,0,0,0,0,32
USME,NO2,2014,0,0,0,0,32
USME,NO2,2015,0,0,0,12,20
USME,NO2,2016,0,0,0,0,32
USME,NO2,2017,0,0,0,0,32
USME,NO2,2018,0,0,0,0,32
USME,NO2,2019,0,0,0,9,23
USME,NO2,2020,0,0,0,0,32
USME,NO2,2021,0,0,0,0,32
USME,NO2,2022,0,0,0,0,32
USME,NO2,2023,0,0,0,18,14
USME,NO2,2024,0,0,0,12,20
USME,O3,2010,0,0,0,1,31
USME,O3,2011,0,0,0,8,24
USME,O3,2012,0,0,0,7,25
USME,O3,2013,0,0,0,0,32
USME,O3,2014,0,0,0,2,30
USME,O3,2015,0,0,0,0,32
USME,O3,2016,0,0,0,2,30
USME,O3,2017,0,0,0,0,32
USME,O3,2018,0,0,0,0,32
USME,O3,2019,0,0,0,10,22
USME,O3,2020,0,0,0,9,23
USME,O3,2021,0,0,0,0,32
USME,O3,2022,0,0,0,0,32
USME,O3,2023,0,0,0,0,32
USME,O3,2024,0,0,0,3,29
USME,PM10,2010,0,0,0,0,32
USME,PM10,2011,0,0,0,0,32
USME,PM10,2012,0,0,0,4,28
USME,PM10,2013,0,0,0,1,31
USME,PM10,2014,0,0,0,0,32
USME,PM10,2015,0,0,0,4,28
USME,PM10,2016,0,0,0,5,27
USME,PM10,2017,0,0,0,4,28
USME,PM10,2018,0,0,0,3,29
USME,PM10,2019,0,0,0,1,31
USME,PM10,2020,0,0,0,0,32
USME,PM10,2021,0,0,0,0,32
USME,PM10,2022,3,0,0,0,29
USME,PM10,2023,0,0,0,0,32
USME,PM10,2024,0,0,0,0,32
USME,PM2.5,2010,0,0,0,0,32
USME,PM2.5,2011,0,0,0,0,32
USME,PM2.5,2012,0,0,0,0,32
USME,PM2.5,2013,0,0,0,0,32
USME,PM2.5,2014,0,0,0,5,27
USME,PM2.5,2015,0,0,0,3,29
USME,PM2.5,2016,0,0,0,4,28
USME,PM2.5,2017,0,0,0,11,21
USME,PM2.5,2018,0,0,0,5,27
USME,PM2.5,2019,0,0,0,14,18
USME,PM2.5,2020,0,0,0,11,21
USME,PM2.5,2021,0,0,0,13,19
USME,PM2.5,2022,0,0,0,19,13
USME,PM2.5,2023,0,0,0,24,8
USME,PM2.5,2024,0,0,0,24,8
USME,SO2,2011,1,0,0,0,31
USME,SO2,2012,2,0,0,0,30
USME,SO2,2014,0,0,0,9,23
USME,SO2,2015,0,0,0,11,21
USME,SO2,2016,0,0,0,0,32
USME,SO2,2017,4,0,0,0,28
USME,SO2,2018,0,0,0,0,32
USME,SO2,2019,0,0,0,0,32
USME,SO2,2020,0,0,0,0,32
USME,SO2,2021,28,0,0,0,4
USME,SO2,2022,32,0,0,0,0
USME,SO2,2023,32,0,0,0,0
USME,SO2,2024,32,0,0,0,0
USME,eBC,2021,0,0,0,2,30
USME,eBC,2022,0,0,0,0,32
USME,eBC,2023,0,0,0,7,25
