SETU_CCNCT,pollutant,localidad,HH_years_count,years_as_HH,total_population,children_0_9,older_adults_60_plus,IPM_PROMEDIO,ESTRATO_MAYORITARIO
110011000000004523,SO2,KENNEDY,11,2011;2012;2015;2016;2017;2018;2019;2020;2021;2022;2023,23135,2893,3249,0.0845454545454545,2
110011000000004525,SO2,KENNEDY,11,2011;2012;2015;2016;2017;2018;2019;2020;2021;2022;2023,28724,4072,3324,0.1241242937853107,2
110011000000004528,SO2,BOSA,11,2011;2012;2015;2016;2017;2018;2019;2020;2021;2022;2023,69311,10697,6677,0.1554084507042253,2
110011000000004529,SO2,BOSA,11,2011;2012;2015;2016;2017;2018;2019;2020;2021;2022;2023,14239,1633,2147,0.0675,2
110011000000004530,SO2,KENNEDY,11,2011;2012;2015;2016;2017;2018;2019;2020;2021;2022;2023,10696,1079,2109,0.0648214285714285,3
110011000000004532,SO2,KENNEDY,11,2011;2012;2015;2016;2017;2018;2019;2020;2021;2022;2023,26015,2987,4227,0.0826506024096385,3
110011000000004537,SO2,KENNEDY,11,2011;2012;2015;2016;2017;2018;2019;2020;2021;2022;2023,12419,1214,2134,0.054625,3
110011000000004540,SO2,KENNEDY,11,2011;2012;2015;2016;2017;2018;2019;2020;2021;2022;2023,4807,492,779,0.0486,2
110011000000002402,SO2,TUNJUELITO,10,2011;2012;2016;2017;2018;2019;2020;2021;2022;2023,21065,2519,2849,0.1068817204301075,2
110011000000002403,SO2,KENNEDY,10,2011;2012;2016;2017;2018;2019;2020;2021;2022;2023,8518,910,1235,0.072391304347826,3
110011000000002411,SO2,CIUDAD BOLIVAR,10,2011;2012;2016;2017;2018;2019;2020;2021;2022;2023,13419,1318,1725,0.031875,3
110011000000002413,SO2,CIUDAD BOLIVAR,10,2011;2012;2016;2017;2018;2019;2020;2021;2022;2023,2416,261,333,0.116875,2
110011000000002417,SO2,CIUDAD BOLIVAR,10,2011;2012;2016;2017;2018;2019;2020;2021;2022;2023,25361,4185,2391,0.1430898876404494,1
110011000000002418,SO2,CIUDAD BOLIVAR,10,2011;2012;2016;2017;2018;2019;2020;2021;2022;2023,18272,3025,1692,0.2278651685393259,1
110011000000002419,SO2,CIUDAD BOLIVAR,10,2011;2012;2016;2017;2018;2019;2020;2021;2022;2023,13665,1590,2041,0.0762903225806451,2
110011000000002425,SO2,CIUDAD BOLIVAR,10,2011;2012;2016;2017;2018;2019;2020;2021;2022;2023,11545,2134,668,0.3534579439252337,1
110011000000002513,SO2,CIUDAD BOLIVAR,10,2011;2012;2017;2018;2019;2020;2021;2022;2023;2024,12154,1680,1364,0.1041509433962264,2
110011000000002536,SO2,CIUDAD BOLIVAR,10,2011;2012;2016;2017;2018;2019;2020;2021;2022;2023,14632,1827,2260,0.0671794871794871,2
110011000000002560,SO2,CIUDAD BOLIVAR,10,2011;2012;2017;2018;2019;2020;2021;2022;2023;2024,12394,2103,1337,0.202,1
110011000000002563,SO2,CIUDAD BOLIVAR,10,2011;2012;2017;2018;2019;2020;2021;2022;2023;2024,12726,1912,1542,0.1675,1
110011000000002566,SO2,CIUDAD BOLIVAR,10,2011;2012;2016;2017;2018;2019;2020;2021;2022;2023,10181,1333,1268,0.1019230769230769,2
110011000000004524,SO2,BOSA,10,2011;2012;2015;2016;2018;2019;2020;2021;2022;2023,8335,1091,1186,0.1175438596491228,2
110011000000004527,SO2,BOSA,10,2011;2012;2015;2016;2018;2019;2020;2021;2022;2023,49500,6799,5367,0.11788,2
110011000000002428,SO2,CIUDAD BOLIVAR,9,2011;2012;2017;2018;2019;2020;2021;2022;2023,179,32,9,0.42,1
110011000000002521,SO2,CIUDAD BOLIVAR,9,2011;2012;2017;2018;2020;2021;2022;2023;2024,17606,2832,1903,0.1530555555555556,1
110011000000002558,SO2,CIUDAD BOLIVAR,9,2011;2012;2017;2018;2020;2021;2022;2023;2024,20304,3216,2085,0.1855851063829787,1
110011000000002559,SO2,CIUDAD BOLIVAR,9,2011;2012;2017;2018;2020;2021;2022;2023;2024,11486,1893,1286,0.2052991452991453,1
110011000000004410,SO2,KENNEDY,9,2011;2012;2015;2016;2017;2018;2019;2020;2021,23667,2953,3164,0.0962328767123287,2
110011000000004504,SO2,KENNEDY,9,2011;2012;2015;2016;2017;2018;2019;2020;2021,17133,1990,2608,0.0919469026548672,3
110011000000004505,SO2,KENNEDY,9,2011;2012;2015;2016;2017;2018;2019;2020;2021,17519,1762,2882,0.0658947368421052,3
110011000000004506,SO2,KENNEDY,9,2011;2012;2015;2016;2017;2018;2019;2020;2021,10339,1097,1686,0.0763095238095238,3
110011000000004508,SO2,KENNEDY,9,2011;2012;2015;2016;2018;2019;2020;2022;2023,10552,1180,1618,0.0877966101694915,3
110011000000004509,SO2,KENNEDY,9,2011;2012;2015;2016;2017;2018;2019;2020;2021,16993,1536,3461,0.0370408163265306,3
110011000000004510,SO2,KENNEDY,9,2011;2012;2015;2016;2017;2018;2019;2020;2021,13155,1330,2504,0.085531914893617,3
110011000000004511,SO2,KENNEDY,9,2011;2012;2015;2016;2018;2019;2020;2021;2022,11010,1148,2159,0.0720238095238095,3
110011000000004520,SO2,KENNEDY,9,2011;2012;2015;2016;2018;2019;2020;2022;2023,12112,1792,1173,0.1333783783783784,2
110011000000004526,SO2,BOSA,9,2011;2012;2015;2016;2018;2019;2020;2022;2023,120881,19121,8581,0.1795265423242468,2
110011000000004533,SO2,KENNEDY,9,2011;2012;2015;2016;2018;2019;2020;2022;2023,30378,3463,4725,0.0833898305084745,3
110011000000004536,SO2,BOSA,9,2011;2012;2015;2016;2018;2019;2020;2022;2023,13037,1760,1809,0.1135106382978723,2
110011000000004547,SO2,KENNEDY,9,2011;2012;2015;2016;2018;2019;2020;2022;2023,41828,6330,3469,0.1167054263565891,2
110011000000002404,SO2,KENNEDY,8,2011;2012;2016;2017;2018;2019;2020;2021,11221,1268,1570,0.0975384615384615,3
110011000000002407,SO2,TUNJUELITO,8,2011;2012;2016;2017;2019;2020;2021;2022,9389,1243,1218,0.104468085106383,2
110011000000002408,SO2,TUNJUELITO,8,2011;2012;2016;2017;2018;2019;2020;2021,14104,1730,1946,0.1092857142857143,2
110011000000002426,SO2,CIUDAD BOLIVAR,8,2011;2012;2017;2019;2020;2021;2022;2023,117,19,6,0.1,1
110011000000002509,SO2,CIUDAD BOLIVAR,8,2011;2012;2017;2020;2021;2022;2023;2024,6087,822,782,0.1463636363636364,2
110011000000002512,SO2,CIUDAD BOLIVAR,8,2011;2012;2017;2020;2021;2022;2023;2024,125,23,2,0.08,2
110011000000002514,SO2,CIUDAD BOLIVAR,8,2011;2012;2017;2020;2021;2022;2023;2024,5945,973,486,0.158,1
110011000000002519,SO2,CIUDAD BOLIVAR,8,2011;2012;2017;2020;2021;2022;2023;2024,24800,3843,2688,0.1610204081632653,1
110011000000002520,SO2,CIUDAD BOLIVAR,8,2011;2012;2017;2020;2021;2022;2023;2024,30,2,3,0.0,2
110011000000002523,SO2,CIUDAD BOLIVAR,8,2011;2012;2017;2020;2021;2022;2023;2024,19427,3215,1752,0.1881666666666666,1
110011000000002530,SO2,CIUDAD BOLIVAR,8,2011;2012;2017;2020;2021;2022;2023;2024,13694,2682,1070,0.3673519163763067,1
110011000000002561,SO2,CIUDAD BOLIVAR,8,2011;2012;2017;2020;2021;2022;2023;2024,23736,4493,1634,0.3322054380664652,1
110011000000004409,SO2,KENNEDY,8,2011;2012;2016;2017;2018;2019;2020;2021,7598,731,1306,0.0695918367346938,3
110011000000004514,SO2,KENNEDY,8,2011;2012;2015;2016;2018;2020;2022;2023,14929,1517,2810,0.0771212121212121,3
110011000000004515,SO2,KENNEDY,8,2011;2012;2015;2016;2018;2020;2022;2023,27037,3719,3374,0.0926347305389221,2
110011000000004541,SO2,KENNEDY,8,2011;2012;2015;2016;2018;2020;2022;2023,38115,6231,2696,0.1609545454545455,2
110011000000004543,SO2,KENNEDY,8,2011;2012;2015;2016;2018;2020;2022;2023,102780,14932,6603,0.1495774647887324,2
110011000000002205,SO2,RAFAEL URIBE URIBE,7,2011;2012;2017;2020;2021;2023;2024,9891,1220,1473,0.1112,3
110011000000002401,SO2,RAFAEL URIBE URIBE,7,2011;2012;2017;2020;2021;2022;2023,9571,929,1659,0.0512,3
110011000000002405,SO2,PUENTE ARANDA,7,2011;2012;2016;2017;2019;2020;2021,6648,636,1117,0.045,3
110011000000002406,SO2,RAFAEL URIBE URIBE,7,2011;2012;2016;2017;2020;2021;2023,13647,1692,1747,0.107258064516129,2
110011000000002501,SO2,RAFAEL URIBE URIBE,7,2011;2012;2017;2021;2022;2023;2024,17403,2174,2415,0.1010416666666667,2
110011000000002506,SO2,RAFAEL URIBE URIBE,7,2011;2012;2017;2021;2022;2023;2024,8366,1014,1169,0.08,2
110011000000002507,SO2,RAFAEL URIBE URIBE,7,2011;2012;2017;2021;2022;2023;2024,4588,607,599,0.1075609756097561,2
110011000000002508,SO2,RAFAEL URIBE URIBE,7,2011;2012;2017;2021;2022;2023;2024,9984,1406,1359,0.1183606557377049,2
110011000000002510,SO2,RAFAEL URIBE URIBE,7,2011;2012;2017;2021;2022;2023;2024,30194,4310,3014,0.1260924369747899,2
110011000000002511,SO2,RAFAEL URIBE URIBE,7,2011;2012;2017;2021;2022;2023;2024,1706,303,125,0.1772,1
110011000000002516,SO2,CIUDAD BOLIVAR,7,2011;2012;2017;2021;2022;2023;2024,5212,779,569,0.1271794871794872,2
110011000000002517,SO2,CIUDAD BOLIVAR,7,2011;2012;2017;2021;2022;2023;2024,19563,3064,1930,0.1453741496598639,2
110011000000002522,SO2,CIUDAD BOLIVAR,7,2011;2012;2017;2021;2022;2023;2024,0,0,0,0.0,1
110011000000002525,SO2,CIUDAD BOLIVAR,7,2011;2012;2017;2021;2022;2023;2024,8716,1482,818,0.2580597014925373,1
110011000000002526,SO2,USME,7,2011;2012;2017;2021;2022;2023;2024,21702,3498,2110,0.1989385474860335,1
110011000000002533,SO2,CIUDAD BOLIVAR,7,2011;2012;2017;2021;2022;2023;2024,14973,1901,2125,0.0949484536082474,2
110011000000002535,SO2,SAN CRISTOBAL,7,2011;2012;2017;2021;2022;2023;2024,36436,4702,4173,0.1391519434628975,2
110011000000002562,SO2,CIUDAD BOLIVAR,7,2011;2012;2017;2021;2022;2023;2024,4842,941,374,0.3333035714285714,1
110011000000002573,SO2,CIUDAD BOLIVAR,7,2011;2012;2017;2021;2022;2023;2024,3633,582,222,0.2251111111111111,1
110011000000004401,SO2,PUENTE ARANDA,7,2011;2012;2016;2017;2019;2020;2021,10933,1029,1791,0.0479797979797979,3
110011000000004404,SO2,PUENTE ARANDA,7,2011;2012;2016;2017;2019;2020;2021,3998,394,662,0.0621739130434782,3
110011000000004405,SO2,PUENTE ARANDA,7,2011;2012;2016;2017;2019;2020;2021,4453,471,780,0.0454430379746835,3
110011000000004406,SO2,PUENTE ARANDA,7,2011;2012;2016;2017;2019;2020;2021,3434,334,613,0.0722033898305084,3
110011000000004407,SO2,PUENTE ARANDA,7,2011;2012;2016;2017;2019;2020;2021,9579,1116,1409,0.0795238095238095,3
110011000000004408,SO2,KENNEDY,7,2011;2012;2016;2017;2019;2020;2021,4933,496,758,0.0572222222222222,3
110011000000004416,SO2,PUENTE ARANDA,7,2011;2012;2016;2017;2019;2020;2021,5377,465,911,0.0414705882352941,3
110011000000004503,SO2,KENNEDY,7,2011;2012;2016;2017;2019;2020;2021,16540,1475,3162,0.0465765765765765,3
110011000000004513,SO2,KENNEDY,7,2011;2012;2015;2016;2018;2022;2023,5666,898,498,0.2665217391304348,2
110011000000004519,SO2,BOSA,7,2011;2012;2015;2016;2018;2022;2023,44255,6758,3654,0.137172131147541,2
110011000000004545,SO2,KENNEDY,7,2011;2012;2015;2016;2018;2022;2023,47240,6789,3773,0.1095670995670996,2
110011000000001410,SO2,SAN CRISTOBAL,6,2011;2012;2017;2022;2023;2024,8834,1103,1283,0.1153571428571429,3
110011000000002412,SO2,TUNJUELITO,6,2011;2012;2017;2021;2022;2023,21,0,1,0.1,2
110011000000002537,SO2,RAFAEL URIBE URIBE,6,2012;2017;2021;2022;2023;2024,33450,4806,4168,0.1370661157024793,2
110011000000002540,SO2,USME,6,2012;2017;2021;2022;2023;2024,22751,3784,1655,0.2112142857142857,2
110011000000002567,SO2,RAFAEL URIBE URIBE,6,2011;2012;2017;2022;2023;2024,8834,1367,748,0.1721621621621622,2
110011000000002568,SO2,RAFAEL URIBE URIBE,6,2011;2012;2017;2022;2023;2024,18282,2658,1810,0.1264827586206897,2
110011000000004539,SO2,KENNEDY,6,2012;2015;2016;2018;2022;2023,22919,3280,1989,0.0951937984496124,2
110011000000001306,SO2,USME,5,2017;2021;2022;2023;2024,10521,1419,1173,0.1267676767676768,2
110011000000001404,SO2,SAN CRISTOBAL,5,2011;2012;2017;2023;2024,7969,729,1433,0.0519148936170212,3
110011000000001405,SO2,SAN CRISTOBAL,5,2011;2012;2017;2023;2024,9993,1064,1610,0.0846153846153846,3
110011000000002307,SO2,RAFAEL URIBE URIBE,5,2011;2012;2017;2020;2021,12133,1429,1868,0.1188135593220339,3
110011000000002308,SO2,RAFAEL URIBE URIBE,5,2011;2012;2017;2020;2021,9583,1105,1508,0.0929545454545454,3
110011000000002309,SO2,PUENTE ARANDA,5,2011;2012;2017;2020;2021,4241,342,863,0.02,3
110011000000002502,SO2,RAFAEL URIBE URIBE,5,2011;2012;2017;2023;2024,7379,1000,1038,0.1151785714285714,3
110011000000002503,SO2,RAFAEL URIBE URIBE,5,2011;2012;2017;2023;2024,7392,948,904,0.1410869565217391,3
110011000000002505,SO2,RAFAEL URIBE URIBE,5,2011;2012;2017;2023;2024,9424,1410,1059,0.1850574712643678,2
110011000000002541,SO2,USME,5,2017;2021;2022;2023;2024,14443,2213,1329,0.2498989898989899,1
110011000000004412,SO2,PUENTE ARANDA,5,2011;2012;2016;2017;2020,9506,857,1646,0.0259183673469387,3
110011000000004516,SO2,KENNEDY,5,2015;2016;2018;2022;2023,20149,3032,1628,0.1336296296296296,2
110011000000004542,SO2,KENNEDY,5,2015;2016;2018;2022;2023,34986,5780,2509,0.1610041841004184,2
110011000000005624,SO2,ENGATIVA,5,2014;2015;2016;2019;2024,510,42,39,0.184,3
110011000000001310,SO2,SAN CRISTOBAL,4,2021;2022;2023;2024,7774,1074,920,0.1184782608695652,2
110011000000001311,SO2,SAN CRISTOBAL,4,2021;2022;2023;2024,7228,1013,872,0.1290909090909091,2
110011000000001312,SO2,SAN CRISTOBAL,4,2021;2022;2023;2024,11931,1721,1072,0.1894623655913979,2
110011000000001315,SO2,SAN CRISTOBAL,4,2021;2022;2023;2024,9255,1256,1095,0.1661842105263158,2
110011000000001318,SO2,USME,4,2021;2022;2023;2024,3410,479,358,0.2154285714285714,2
110011000000001319,SO2,SAN CRISTOBAL,4,2021;2022;2023;2024,11344,1508,1384,0.1517441860465116,2
110011000000001320,SO2,USME,4,2021;2022;2023;2024,18207,2644,1892,0.1633571428571429,2
110011000000001321,SO2,SAN CRISTOBAL,4,2021;2022;2023;2024,11909,1647,1437,0.162625,2
110011000000001322,SO2,USME,4,2021;2022;2023;2024,4035,558,388,0.18225,2
110011000000001323,SO2,SAN CRISTOBAL,4,2021;2022;2023;2024,11493,1763,1413,0.1806060606060606,2
110011000000001324,SO2,SAN CRISTOBAL,4,2021;2022;2023;2024,10012,1386,1128,0.1588659793814433,2
110011000000001325,SO2,USME,4,2021;2022;2023;2024,8984,1457,853,0.2648101265822785,1
110011000000001326,SO2,USME,4,2021;2022;2023;2024,9736,1452,915,0.2113235294117647,2
110011000000001327,SO2,SAN CRISTOBAL,4,2021;2022;2023;2024,7870,1100,950,0.1085915492957747,2
110011000000001332,SO2,SAN CRISTOBAL,4,2017;2022;2023;2024,14319,1907,1854,0.147421875,2
110011000000001406,SO2,SAN CRISTOBAL,4,2012;2017;2023;2024,7842,770,1127,0.0768965517241379,2
110011000000001408,SO2,SAN CRISTOBAL,4,2017;2022;2023;2024,7811,929,1077,0.08484375,2
110011000000002106,SO2,PUENTE ARANDA,4,2011;2012;2017;2020,306,27,69,0.26,3
110011000000002203,SO2,RAFAEL URIBE URIBE,4,2011;2012;2017;2020,7125,781,1239,0.0782456140350877,3
110011000000002301,SO2,PUENTE ARANDA,4,2011;2012;2017;2020,4639,420,816,0.0863636363636363,3
110011000000002306,SO2,RAFAEL URIBE URIBE,4,2011;2012;2017;2020,3838,486,536,0.0908333333333333,3
110011000000002524,SO2,CIUDAD BOLIVAR,4,2021;2022;2023;2024,13855,2365,1133,0.2637222222222222,1
110011000000002527,SO2,USME,4,2021;2022;2023;2024,19820,2942,1464,0.1305128205128205,2
110011000000002528,SO2,USME,4,2021;2022;2023;2024,15724,2281,1862,0.108359375,2
110011000000002529,SO2,USME,4,2021;2022;2023;2024,15083,1814,1860,0.09625,2
110011000000002531,SO2,USME,4,2021;2022;2023;2024,10551,1545,1249,0.1392982456140351,2
110011000000002532,SO2,USME,4,2021;2022;2023;2024,23487,3446,2405,0.1397422680412371,2
110011000000002539,SO2,USME,4,2021;2022;2023;2024,8552,1299,954,0.1579338842975206,2
110011000000002542,SO2,CIUDAD BOLIVAR,4,2021;2022;2023;2024,3904,534,466,0.1148837209302326,2
110011000000002543,SO2,USME,4,2021;2022;2023;2024,16690,2393,2089,0.1217460317460317,2
110011000000002544,SO2,USME,4,2021;2022;2023;2024,5807,787,691,0.1248717948717949,2
110011000000002545,SO2,USME,4,2021;2022;2023;2024,12027,1820,1198,0.1652127659574468,2
110011000000002546,SO2,CIUDAD BOLIVAR,4,2021;2022;2023;2024,47,7,1,0.1914285714285714,2
110011000000002547,SO2,USME,4,2021;2022;2023;2024,4248,560,422,0.0921621621621621,2
110011000000002548,SO2,USME,4,2021;2022;2023;2024,11655,1742,1383,0.2408988764044944,2
110011000000002549,SO2,USME,4,2021;2022;2023;2024,15541,2580,1301,0.2807792207792208,1
110011000000002550,SO2,USME,4,2021;2022;2023;2024,15986,2192,1891,0.1141353383458647,2
110011000000002551,SO2,USME,4,2021;2022;2023;2024,30682,4993,2825,0.1561538461538461,1
110011000000002552,SO2,USME,4,2021;2022;2023;2024,2812,433,239,0.22,1
110011000000002557,SO2,CIUDAD BOLIVAR,4,2021;2022;2023;2024,2797,497,123,0.118,1
110011000000002564,SO2,USME,4,2021;2022;2023;2024,7126,1107,656,0.2079569892473118,1
110011000000002570,SO2,USME,4,2021;2022;2023;2024,535,87,56,0.3952941176470588,1
110011000000002571,SO2,USME,4,2021;2022;2023;2024,0,0,0,0.455,1
110011000000002572,SO2,USME,4,2021;2022;2023;2024,6186,986,472,0.324,1
110011000000002574,SO2,CIUDAD BOLIVAR,4,2021;2022;2023;2024,5124,945,422,0.2076842105263158,1
110011000000004403,SO2,PUENTE ARANDA,4,2011;2012;2017;2020,13776,1175,2577,0.0250537634408602,3
110011000000004502,SO2,KENNEDY,4,2015;2016;2019;2020,36328,4273,4437,0.0864566929133858,3
110011000000004534,SO2,KENNEDY,4,2015;2016;2018;2023,35431,5158,3640,0.1330917874396135,2
110011000000004538,SO2,KENNEDY,4,2015;2016;2018;2023,24532,4026,1748,0.1686111111111111,2
110011000000004546,SO2,FONTIBON,4,2014;2015;2016;2019,547,103,29,0.2611764705882353,1
110011000000004549,SO2,BOSA,4,2015;2016;2018;2022,17090,2346,1245,0.1531578947368421,2
110011000000005632,SO2,ENGATIVA,4,2014;2019;2023;2024,43756,5862,3887,0.1017061611374408,2
110011000000006402,SO2,FONTIBON,4,2014;2015;2016;2019,20953,2084,3468,0.0682568807339449,3
110011000000006406,SO2,FONTIBON,4,2014;2015;2016;2019,32552,3313,4372,0.0775384615384615,4
110011000000006409,SO2,FONTIBON,4,2014;2015;2016;2019,18486,2279,2581,0.0850485436893203,3
110011000000006410,SO2,FONTIBON,4,2014;2015;2016;2019,9262,1008,1547,0.1010294117647059,3
110011000000006413,SO2,FONTIBON,4,2014;2015;2016;2019,16480,2364,1785,0.1045378151260504,3
110011000000006415,SO2,FONTIBON,4,2015;2016;2018;2019,24371,2977,2235,0.0951162790697674,2
110011000000001305,SO2,SAN CRISTOBAL,3,2022;2023;2024,4296,579,541,0.1252380952380952,2
110011000000001309,SO2,SAN CRISTOBAL,3,2022;2023;2024,12523,1712,1399,0.1177777777777778,2
110011000000001329,SO2,USME,3,2022;2023;2024,6308,1057,651,0.2525619834710744,1
110011000000001331,SO2,SAN CRISTOBAL,3,2022;2023;2024,2984,391,362,0.1785185185185185,2
110011000000001402,SO2,RAFAEL URIBE URIBE,3,2011;2012;2017,14164,1540,2217,0.0602197802197802,3
110011000000001403,SO2,RAFAEL URIBE URIBE,3,2011;2012;2017,7552,767,991,0.0369565217391304,3
110011000000001409,SO2,SAN CRISTOBAL,3,2022;2023;2024,11574,1509,1489,0.1724444444444444,2
110011000000002104,SO2,RAFAEL URIBE URIBE,3,2011;2012;2017,11960,1273,1855,0.06,3
110011000000002105,SO2,ANTONIO NARIÑO,3,2011;2012;2017,1701,198,266,0.083076923076923,3
110011000000002201,SO2,RAFAEL URIBE URIBE,3,2011;2012;2017,4723,509,784,0.0748571428571428,3
110011000000002202,SO2,RAFAEL URIBE URIBE,3,2011;2012;2017,10177,1104,1795,0.0695238095238095,3
110011000000002204,SO2,RAFAEL URIBE URIBE,3,2011;2012;2017,5439,516,975,0.0712820512820512,3
110011000000002302,SO2,ANTONIO NARIÑO,3,2011;2012;2017,3469,353,622,0.073,3
110011000000002304,SO2,RAFAEL URIBE URIBE,3,2011;2012;2017,1926,218,292,0.075,3
110011000000002305,SO2,RAFAEL URIBE URIBE,3,2011;2012;2017,6102,656,974,0.0947619047619047,3
110011000000002310,SO2,RAFAEL URIBE URIBE,3,2011;2012;2017,6332,801,958,0.0753125,3
110011000000002504,SO2,RAFAEL URIBE URIBE,3,2011;2012;2017,13401,1907,1671,0.1685271317829457,2
110011000000002538,SO2,RAFAEL URIBE URIBE,3,2022;2023;2024,4208,505,737,0.11,2
110011000000002553,SO2,USME,3,2022;2023;2024,13869,2320,1144,0.2681005586592179,1
110011000000002554,SO2,USME,3,2022;2023;2024,1844,295,183,0.18075,1
110011000000002555,SO2,USME,3,2022;2023;2024,19291,3032,1850,0.1773148148148148,1
110011000000002569,SO2,CIUDAD BOLIVAR,3,2022;2023;2024,18411,2776,1543,0.1610344827586207,2
110011000000004413,SO2,PUENTE ARANDA,3,2011;2012;2017,2288,209,453,0.03,3
110011000000004531,SO2,KENNEDY,3,2015;2016;2018,5161,386,1198,0.029375,4
110011000000004535,SO2,KENNEDY,3,2015;2016;2018,11270,1609,1241,0.11,2
110011000000004544,SO2,KENNEDY,3,2015;2016;2018,42576,5374,3694,0.0726530612244897,3
110011000000004548,SO2,BOSA,3,2015;2016;2018,74503,9528,5108,0.0912269938650306,2
110011000000004550,SO2,KENNEDY,3,2015;2016;2018,36135,5075,2474,0.1327777777777778,2
110011000000004551,SO2,KENNEDY,3,2015;2016;2018,15761,1663,1150,0.057,2
110011000000004552,SO2,KENNEDY,3,2015;2016;2018,25173,2704,2298,0.0415,2
110011000000004553,SO2,KENNEDY,3,2015;2016;2018,21790,2830,1880,0.0630434782608695,2
110011000000004555,SO2,KENNEDY,3,2015;2016;2018,15904,2578,814,0.045,2
110011000000004556,SO2,KENNEDY,3,2015;2016;2018,13725,1964,1045,0.0366666666666666,2
110011000000004557,SO2,FONTIBON,3,2015;2016;2018,10349,1169,869,0.0553846153846153,2
110011000000004558,SO2,KENNEDY,3,2015;2016;2018,3781,494,262,0.1847058823529412,2
110011000000004559,SO2,KENNEDY,3,2015;2016;2018,0,0,0,0.86,1
110011000000005630,SO2,ENGATIVA,3,2014;2019;2024,40429,4826,4695,0.0655982905982906,2
110011000000005633,SO2,ENGATIVA,3,2014;2015;2024,25357,2237,4814,0.0418041237113402,3
110011000000005634,SO2,ENGATIVA,3,2014;2023;2024,21540,2073,3381,0.0431730769230769,3
110011000000006401,SO2,FONTIBON,3,2014;2015;2019,21789,2649,2720,0.0941176470588235,3
110011000000006405,SO2,FONTIBON,3,2015;2016;2019,11203,1045,1598,0.051639344262295,3
110011000000006407,SO2,FONTIBON,3,2015;2016;2019,8257,901,1127,0.0617948717948718,3
110011000000006408,SO2,FONTIBON,3,2015;2016;2019,9989,1169,1501,0.0794736842105263,3
110011000000006412,SO2,FONTIBON,3,2015;2016;2019,23645,2887,2014,0.067027027027027,2
110011000000006414,SO2,FONTIBON,3,2014;2015;2019,15274,2072,1491,0.1136974789915966,2
110011000000006417,SO2,FONTIBON,3,2015;2016;2019,7226,770,888,0.057391304347826,3
110011000000006504,SO2,KENNEDY,3,2015;2016;2018,21842,1835,4079,0.0402312138728323,3
110011000000006505,SO2,KENNEDY,3,2015;2016;2018,11596,1087,1800,0.0576,3
110011000000006506,SO2,KENNEDY,3,2015;2016;2018,14517,1367,2349,0.0316883116883116,3
110011000000006508,SO2,KENNEDY,3,2015;2016;2018,1725,202,269,0.1129411764705882,3
110011000000009219,SO2,SUBA,3,2014;2023;2024,40087,6462,2475,0.1296135265700483,2
110011000000001105,SO2,SAN CRISTOBAL,2,2023;2024,3648,529,304,0.1844230769230769,2
110011000000001204,SO2,SAN CRISTOBAL,2,2012;2017,10811,1022,2055,0.0451898734177215,3
110011000000001301,SO2,SAN CRISTOBAL,2,2023;2024,8012,910,1002,0.0837254901960784,2
110011000000001304,SO2,SAN CRISTOBAL,2,2023;2024,16148,2100,2133,0.1367619047619048,2
110011000000001308,SO2,SAN CRISTOBAL,2,2023;2024,17324,2282,1924,0.1395495495495495,2
110011000000001317,SO2,SAN CRISTOBAL,2,2023;2024,3198,487,340,0.1591489361702128,2
110011000000001407,SO2,SAN CRISTOBAL,2,2023;2024,2002,194,334,0.1428571428571428,3
110011000000004309,SO2,PUENTE ARANDA,2,2016;2020,8108,798,1486,0.0667441860465116,3
110011000000004501,SO2,KENNEDY,2,2015;2016,10119,873,1973,0.0504878048780487,3
110011000000005622,SO2,SUBA,2,2014;2024,35497,3200,6140,0.0688659793814433,3
110011000000005623,SO2,ENGATIVA,2,2014;2024,9631,964,1577,0.0638983050847457,3
110011000000005627,SO2,ENGATIVA,2,2014;2024,12091,1276,1929,0.072051282051282,3
110011000000005631,SO2,ENGATIVA,2,2014;2024,47623,6583,3933,0.1131282051282051,2
110011000000005635,SO2,ENGATIVA,2,2014;2024,16027,1480,2570,0.0508620689655172,3
110011000000005636,SO2,SUBA,2,2014;2024,58122,4729,9625,0.0304347826086956,3
110011000000005638,SO2,ENGATIVA,2,2014;2024,21322,3217,1500,0.205,3
110011000000005639,SO2,ENGATIVA,2,2014;2024,24,5,1,0.0,2
110011000000006307,SO2,FONTIBON,2,2015;2016,260,33,25,0.1410526315789474,3
110011000000006308,SO2,FONTIBON,2,2015;2016,19851,2371,2081,0.1269230769230769,4
110011000000006312,SO2,FONTIBON,2,2015;2016,18118,1391,3732,0.0299145299145299,4
110011000000006404,SO2,ENGATIVA,2,2015;2019,8621,799,1170,0.1059090909090909,4
110011000000006411,SO2,FONTIBON,2,2015;2016,10663,1059,918,0.0557142857142857,2
110011000000006416,SO2,FONTIBON,2,2015;2019,3633,553,270,0.1392592592592592,2
110011000000006501,SO2,FONTIBON,2,2015;2016,20980,2566,2391,0.024,4
110011000000006502,SO2,FONTIBON,2,2015;2016,15469,1434,2702,0.0463095238095238,3
110011000000006507,SO2,FONTIBON,2,2015;2016,42697,5582,4109,0.0957788944723618,3
110011000000006509,SO2,FONTIBON,2,2015;2016,115,12,7,0.2514285714285714,3
110011000000009205,SO2,SUBA,2,2014;2024,28616,4218,2943,0.1045967741935484,2
110011000000009206,SO2,SUBA,2,2014;2024,14656,2288,1435,0.1301694915254237,2
110011000000009209,SO2,SUBA,2,2014;2024,14146,1758,1803,0.07375,2
