SETU_CCNCT,pollutant,localidad,HH_years_count,years_as_HH,total_population,children_0_9,older_adults_60_plus,IPM_PROMEDIO,ESTRATO_MAYORITARIO
110011000000002104,NO2,RAFAEL URIBE URIBE,5,2010;2013;2014;2017;2018,11960,1273,1855,0.06,3
110011000000002107,NO2,LOS MARTIRES,5,2010;2013;2014;2017;2018,4842,445,982,0.0566101694915254,3
110011000000002204,NO2,RAFAEL URIBE URIBE,5,2010;2013;2016;2017;2018,5439,516,975,0.0712820512820512,3
110011000000002406,NO2,RAFAEL URIBE URIBE,5,2010;2016;2017;2018;2020,13647,1692,1747,0.107258064516129,2
110011000000002411,NO2,CIUDAD BOLIVAR,5,2010;2016;2017;2018;2020,13419,1318,1725,0.031875,3
110011000000002417,NO2,CIUDAD BOLIVAR,5,2015;2016;2018;2019;2020,25361,4185,2391,0.1430898876404494,1
110011000000002418,NO2,CIUDAD BOLIVAR,5,2015;2016;2018;2019;2020,18272,3025,1692,0.2278651685393259,1
110011000000002422,NO2,CIUDAD BOLIVAR,5,2015;2018;2019;2020;2021,11139,1816,720,0.2281578947368421,1
110011000000002423,NO2,CIUDAD BOLIVAR,5,2015;2018;2019;2020;2021,8607,1459,571,0.2298,1
110011000000002424,NO2,CIUDAD BOLIVAR,5,2015;2018;2019;2020;2021,3809,672,277,0.1942553191489362,1
110011000000004209,NO2,PUENTE ARANDA,5,2010;2013;2014;2017;2018,4617,476,814,0.0554545454545454,3
110011000000004413,NO2,PUENTE ARANDA,5,2010;2013;2014;2016;2018,2288,209,453,0.03,3
110011000000004524,NO2,BOSA,5,2015;2018;2019;2020;2021,8335,1091,1186,0.1175438596491228,2
110011000000004527,NO2,BOSA,5,2015;2018;2019;2020;2021,49500,6799,5367,0.11788,2
110011000000004529,NO2,BOSA,5,2015;2018;2019;2020;2021,14239,1633,2147,0.0675,2
110011000000004536,NO2,BOSA,5,2015;2018;2019;2020;2021,13037,1760,1809,0.1135106382978723,2
110011000000005606,NO2,ENGATIVA,5,2016;2021;2022;2023;2024,11741,919,2526,0.0422222222222222,4
110011000000005616,NO2,SUBA,5,2015;2021;2022;2023;2024,13212,1440,2004,0.08,3
110011000000005619,NO2,ENGATIVA,5,2015;2021;2022;2023;2024,14676,1442,2212,0.0575,3
110011000000005629,NO2,ENGATIVA,5,2019;2021;2022;2023;2024,55520,6331,5976,0.0679272727272727,2
110011000000006204,NO2,LOS MARTIRES,5,2010;2013;2014;2017;2023,2162,325,148,0.0920833333333333,1
110011000000006208,NO2,PUENTE ARANDA,5,2010;2014;2017;2022;2023,7989,605,1448,0.0825490196078431,4
110011000000006401,NO2,FONTIBON,5,2019;2021;2022;2023;2024,21789,2649,2720,0.0941176470588235,3
110011000000006412,NO2,FONTIBON,5,2019;2021;2022;2023;2024,23645,2887,2014,0.067027027027027,2
110011000000006413,NO2,FONTIBON,5,2019;2021;2022;2023;2024,16480,2364,1785,0.1045378151260504,3
110011000000006414,NO2,FONTIBON,5,2019;2021;2022;2023;2024,15274,2072,1491,0.1136974789915966,2
110011000000009121,NO2,SUBA,5,2015;2021;2022;2023;2024,9930,1047,1215,0.0603030303030303,4
110011000000001402,NO2,RAFAEL URIBE URIBE,4,2010;2016;2017;2018,14164,1540,2217,0.0602197802197802,3
110011000000002101,NO2,LOS MARTIRES,4,2010;2013;2014;2017,5038,603,784,0.0665384615384615,3
110011000000002102,NO2,LOS MARTIRES,4,2010;2013;2014;2017,10640,1037,1901,0.0674647887323943,3
110011000000002202,NO2,RAFAEL URIBE URIBE,4,2010;2016;2017;2018,10177,1104,1795,0.0695238095238095,3
110011000000002205,NO2,RAFAEL URIBE URIBE,4,2010;2016;2017;2018,9891,1220,1473,0.1112,3
110011000000002308,NO2,RAFAEL URIBE URIBE,4,2010;2016;2017;2018,9583,1105,1508,0.0929545454545454,3
110011000000002401,NO2,RAFAEL URIBE URIBE,4,2010;2016;2017;2018,9571,929,1659,0.0512,3
110011000000002407,NO2,TUNJUELITO,4,2010;2016;2018;2020,9389,1243,1218,0.104468085106383,2
110011000000002425,NO2,CIUDAD BOLIVAR,4,2015;2018;2019;2020,11545,2134,668,0.3534579439252337,1
110011000000002501,NO2,RAFAEL URIBE URIBE,4,2010;2016;2017;2018,17403,2174,2415,0.1010416666666667,2
110011000000002504,NO2,RAFAEL URIBE URIBE,4,2010;2016;2017;2018,13401,1907,1671,0.1685271317829457,2
110011000000002518,NO2,CIUDAD BOLIVAR,4,2010;2016;2018;2020,21745,2571,2013,0.098440366972477,2
110011000000002536,NO2,CIUDAD BOLIVAR,4,2015;2016;2018;2020,14632,1827,2260,0.0671794871794871,2
110011000000002565,NO2,CIUDAD BOLIVAR,4,2015;2016;2018;2020,20436,2986,1795,0.1484897959183674,1
110011000000004101,NO2,LOS MARTIRES,4,2010;2013;2014;2017,3304,360,527,0.0658928571428571,3
110011000000004106,NO2,LOS MARTIRES,4,2010;2013;2014;2017,3971,474,600,0.0926470588235294,3
110011000000004107,NO2,LOS MARTIRES,4,2010;2013;2014;2017,6625,575,1345,0.0374603174603174,3
110011000000004108,NO2,LOS MARTIRES,4,2010;2013;2014;2017,5557,503,1143,0.0426923076923077,3
110011000000004109,NO2,LOS MARTIRES,4,2010;2013;2014;2017,4622,399,870,0.0501851851851851,3
110011000000004203,NO2,PUENTE ARANDA,4,2010;2013;2014;2017,7882,760,1402,0.034375,3
110011000000005110,NO2,ENGATIVA,4,2010;2014;2016;2017,2398,151,616,0.0224242424242424,4
110011000000005113,NO2,TEUSAQUILLO,4,2010;2014;2016;2017,9823,646,2818,0.0133333333333333,4
110011000000005114,NO2,TEUSAQUILLO,4,2010;2014;2016;2017,0,0,0,0.0,1
110011000000005507,NO2,ENGATIVA,4,2016;2021;2022;2024,5640,413,1248,0.036551724137931,4
110011000000005608,NO2,ENGATIVA,4,2015;2016;2021;2024,11045,1112,1632,0.0557142857142857,3
110011000000005609,NO2,ENGATIVA,4,2015;2016;2021;2024,10546,1036,1621,0.0597959183673469,3
110011000000005610,NO2,ENGATIVA,4,2015;2021;2022;2024,8452,872,1226,0.0753333333333333,3
110011000000005614,NO2,ENGATIVA,4,2016;2021;2022;2024,14616,1277,2821,0.0446428571428571,3
110011000000005621,NO2,ENGATIVA,4,2016;2021;2022;2024,17938,2135,2342,0.0855952380952381,3
110011000000005622,NO2,SUBA,4,2015;2021;2023;2024,35497,3200,6140,0.0688659793814433,3
110011000000005630,NO2,ENGATIVA,4,2019;2021;2023;2024,40429,4826,4695,0.0655982905982906,2
110011000000006411,NO2,FONTIBON,4,2019;2022;2023;2024,10663,1059,918,0.0557142857142857,2
110011000000006416,NO2,FONTIBON,4,2019;2022;2023;2024,3633,553,270,0.1392592592592592,2
110011000000006418,NO2,FONTIBON,4,2019;2022;2023;2024,11,1,2,0.545,3
110011000000006419,NO2,FONTIBON,4,2019;2022;2023;2024,2354,313,174,0.3242857142857143,2
110011000000001204,NO2,SAN CRISTOBAL,3,2010;2017;2018,10811,1022,2055,0.0451898734177215,3
110011000000002103,NO2,RAFAEL URIBE URIBE,3,2010;2017;2018,4987,512,835,0.075,3
110011000000002412,NO2,TUNJUELITO,3,2016;2017;2018,21,0,1,0.1,2
110011000000002426,NO2,CIUDAD BOLIVAR,3,2015;2018;2020,117,19,6,0.1,1
110011000000002502,NO2,RAFAEL URIBE URIBE,3,2016;2017;2018,7379,1000,1038,0.1151785714285714,3
110011000000002503,NO2,RAFAEL URIBE URIBE,3,2016;2017;2018,7392,948,904,0.1410869565217391,3
110011000000002505,NO2,RAFAEL URIBE URIBE,3,2016;2017;2018,9424,1410,1059,0.1850574712643678,2
110011000000002506,NO2,RAFAEL URIBE URIBE,3,2016;2017;2018,8366,1014,1169,0.08,2
110011000000002508,NO2,RAFAEL URIBE URIBE,3,2016;2017;2018,9984,1406,1359,0.1183606557377049,2
110011000000002509,NO2,CIUDAD BOLIVAR,3,2016;2017;2018,6087,822,782,0.1463636363636364,2
110011000000002510,NO2,RAFAEL URIBE URIBE,3,2016;2017;2018,30194,4310,3014,0.1260924369747899,2
110011000000002512,NO2,CIUDAD BOLIVAR,3,2016;2017;2018,125,23,2,0.08,2
110011000000002513,NO2,CIUDAD BOLIVAR,3,2016;2018;2020,12154,1680,1364,0.1041509433962264,2
110011000000002515,NO2,CIUDAD BOLIVAR,3,2016;2018;2020,12259,1757,1485,0.132948717948718,2
110011000000002563,NO2,CIUDAD BOLIVAR,3,2016;2018;2020,12726,1912,1542,0.1675,1
110011000000002567,NO2,RAFAEL URIBE URIBE,3,2016;2017;2018,8834,1367,748,0.1721621621621622,2
110011000000002575,NO2,CIUDAD BOLIVAR,3,2016;2018;2020,1167,299,35,0.2333333333333334,1
110011000000004102,NO2,LOS MARTIRES,3,2010;2014;2017,1194,151,153,0.1533333333333333,3
110011000000004103,NO2,SANTA FE,3,2010;2014;2017,1247,155,198,0.1385185185185185,3
110011000000004104,NO2,SANTA FE,3,2010;2014;2017,4437,524,490,0.1119230769230769,3
110011000000004110,NO2,LOS MARTIRES,3,2010;2014;2017,1326,130,195,0.0883333333333333,3
110011000000004111,NO2,LOS MARTIRES,3,2010;2014;2017,3847,506,449,0.0452777777777777,3
110011000000005106,NO2,TEUSAQUILLO,3,2010;2014;2017,9527,753,2293,0.0172413793103448,5
110011000000005107,NO2,TEUSAQUILLO,3,2010;2014;2017,2382,151,522,0.0464,4
110011000000005108,NO2,TEUSAQUILLO,3,2010;2014;2017,7542,624,1428,0.14,4
110011000000005109,NO2,TEUSAQUILLO,3,2010;2014;2017,99,2,19,0.03,3
110011000000005111,NO2,TEUSAQUILLO,3,2010;2014;2017,4840,295,1259,0.047391304347826,4
110011000000005112,NO2,TEUSAQUILLO,3,2010;2016;2017,0,0,0,0.0,1
110011000000005501,NO2,ENGATIVA,3,2015;2016;2021,4147,392,717,0.0556521739130434,3
110011000000005502,NO2,ENGATIVA,3,2015;2016;2021,23005,2210,3799,0.0555737704918032,3
110011000000005506,NO2,ENGATIVA,3,2014;2016;2017,1920,233,168,0.05,3
110011000000005601,NO2,SUBA,3,2015;2021;2024,10701,1065,1917,0.0564285714285714,3
110011000000005603,NO2,ENGATIVA,3,2015;2016;2021,12730,1455,1720,0.0855737704918032,3
110011000000005604,NO2,ENGATIVA,3,2015;2016;2021,6583,678,1000,0.0596875,3
110011000000005612,NO2,ENGATIVA,3,2015;2021;2024,11815,1055,2163,0.0343209876543209,3
110011000000005615,NO2,ENGATIVA,3,2015;2021;2024,6872,669,1212,0.0563043478260869,3
110011000000005632,NO2,ENGATIVA,3,2019;2021;2024,43756,5862,3887,0.1017061611374408,2
110011000000006101,NO2,LOS MARTIRES,3,2010;2014;2017,1180,90,209,0.0308333333333333,3
110011000000006102,NO2,SANTA FE,3,2010;2014;2017,164,18,26,0.06,3
110011000000006103,NO2,SANTA FE,3,2010;2014;2017,7592,874,958,0.1019354838709677,3
110011000000006104,NO2,SANTA FE,3,2010;2014;2017,4617,596,506,0.2218181818181818,2
110011000000006106,NO2,LOS MARTIRES,3,2010;2014;2017,1266,137,147,0.0915,3
110011000000006107,NO2,LOS MARTIRES,3,2010;2014;2017,335,22,37,0.2163636363636363,3
110011000000006108,NO2,LOS MARTIRES,3,2010;2014;2017,6715,542,1469,0.0658620689655172,4
110011000000006201,NO2,TEUSAQUILLO,3,2010;2014;2017,5264,300,1085,0.0257446808510638,4
110011000000006202,NO2,PUENTE ARANDA,3,2010;2014;2017,4664,351,938,0.0283333333333333,4
110011000000006203,NO2,LOS MARTIRES,3,2010;2014;2017,68,8,6,0.14875,3
110011000000006209,NO2,TEUSAQUILLO,3,2010;2014;2017,2434,146,558,0.0428571428571428,4
110011000000006210,NO2,PUENTE ARANDA,3,2010;2014;2017,2331,165,542,0.02,3
110011000000006211,NO2,PUENTE ARANDA,3,2010;2014;2017,1275,160,189,0.08,3
110011000000007101,NO2,TEUSAQUILLO,3,2010;2014;2017,6965,439,1558,0.0243076923076923,4
110011000000007106,NO2,LOS MARTIRES,3,2010;2014;2017,1189,85,202,0.0792307692307692,3
110011000000007107,NO2,TEUSAQUILLO,3,2010;2014;2017,1760,93,467,0.05,4
110011000000007206,NO2,TEUSAQUILLO,3,2010;2014;2017,5442,279,1100,0.0214285714285714,4
110011000000009112,NO2,SUBA,3,2021;2023;2024,5640,422,1290,0.0272881355932203,6
110011000000009205,NO2,SUBA,3,2021;2023;2024,28616,4218,2943,0.1045967741935484,2
110011000000001403,NO2,RAFAEL URIBE URIBE,2,2017;2018,7552,767,991,0.0369565217391304,3
110011000000001404,NO2,SAN CRISTOBAL,2,2017;2018,7969,729,1433,0.0519148936170212,3
110011000000001410,NO2,SAN CRISTOBAL,2,2017;2018,8834,1103,1283,0.1153571428571429,3
110011000000002428,NO2,CIUDAD BOLIVAR,2,2018;2020,179,32,9,0.42,1
110011000000002507,NO2,RAFAEL URIBE URIBE,2,2017;2018,4588,607,599,0.1075609756097561,2
110011000000002514,NO2,CIUDAD BOLIVAR,2,2016;2018,5945,973,486,0.158,1
110011000000002517,NO2,CIUDAD BOLIVAR,2,2016;2018,19563,3064,1930,0.1453741496598639,2
110011000000002519,NO2,CIUDAD BOLIVAR,2,2016;2018,24800,3843,2688,0.1610204081632653,1
110011000000002521,NO2,CIUDAD BOLIVAR,2,2016;2018,17606,2832,1903,0.1530555555555556,1
110011000000002535,NO2,SAN CRISTOBAL,2,2017;2018,36436,4702,4173,0.1391519434628975,2
110011000000002558,NO2,CIUDAD BOLIVAR,2,2016;2018,20304,3216,2085,0.1855851063829787,1
110011000000002559,NO2,CIUDAD BOLIVAR,2,2016;2018,11486,1893,1286,0.2052991452991453,1
110011000000002568,NO2,RAFAEL URIBE URIBE,2,2017;2018,18282,2658,1810,0.1264827586206897,2
110011000000003101,NO2,SANTA FE,2,2010;2017,4282,481,520,0.2051851851851852,3
110011000000003107,NO2,SANTA FE,2,2010;2017,354,34,27,0.2635714285714286,3
110011000000003108,NO2,SANTA FE,2,2010;2017,2303,251,321,0.1388,3
110011000000003201,NO2,SANTA FE,2,2010;2017,8793,1141,1073,0.2052380952380952,2
110011000000004105,NO2,SANTA FE,2,2010;2017,10427,1149,1379,0.0869696969696969,3
110011000000004549,NO2,BOSA,2,2015;2019,17090,2346,1245,0.1531578947368421,2
110011000000005101,NO2,BARRIOS UNIDOS,2,2016;2017,6050,412,1335,0.0544444444444444,4
110011000000005104,NO2,BARRIOS UNIDOS,2,2010;2017,1298,126,230,0.0307692307692307,3
110011000000005105,NO2,TEUSAQUILLO,2,2010;2017,2736,207,664,0.0309090909090909,4
110011000000005115,NO2,ENGATIVA,2,2016;2017,2363,179,429,0.004,4
110011000000005205,NO2,BARRIOS UNIDOS,2,2015;2017,9879,960,1826,0.0566666666666666,3
110011000000005306,NO2,BARRIOS UNIDOS,2,2015;2017,2469,132,736,0.0404545454545454,4
110011000000005402,NO2,SUBA,2,2015;2021,20201,2200,2862,0.0371428571428571,4
110011000000005404,NO2,ENGATIVA,2,2015;2017,10259,1076,1673,0.073469387755102,3
110011000000005406,NO2,ENGATIVA,2,2015;2021,12474,1075,2418,0.0609090909090909,3
110011000000005503,NO2,ENGATIVA,2,2016;2017,13587,1256,2423,0.0534939759036144,3
110011000000005509,NO2,ENGATIVA,2,2016;2021,7941,715,1322,0.06,3
110011000000005602,NO2,ENGATIVA,2,2015;2021,6649,542,1287,0.0423404255319149,3
110011000000005605,NO2,ENGATIVA,2,2016;2021,6891,661,1160,0.0517647058823529,3
110011000000005611,NO2,ENGATIVA,2,2015;2021,5857,412,1528,0.0359090909090909,3
110011000000005613,NO2,SUBA,2,2015;2021,3208,236,804,0.0375555555555555,3
110011000000005618,NO2,ENGATIVA,2,2021;2024,8454,805,1554,0.0681395348837209,3
110011000000005625,NO2,ENGATIVA,2,2021;2024,10648,984,2015,0.0547058823529411,3
110011000000005627,NO2,ENGATIVA,2,2019;2021,12091,1276,1929,0.072051282051282,3
110011000000005628,NO2,ENGATIVA,2,2015;2021,9520,966,1619,0.0422807017543859,3
110011000000005631,NO2,ENGATIVA,2,2019;2021,47623,6583,3933,0.1131282051282051,2
110011000000005635,NO2,ENGATIVA,2,2019;2021,16027,1480,2570,0.0508620689655172,3
110011000000005639,NO2,ENGATIVA,2,2019;2021,24,5,1,0.0,2
110011000000007102,NO2,CHAPINERO,2,2010;2017,3055,174,461,0.0311764705882353,4
110011000000007104,NO2,SANTA FE,2,2010;2017,2632,202,384,0.0720833333333333,4
110011000000007201,NO2,TEUSAQUILLO,2,2010;2017,1363,95,298,0.0605555555555555,4
110011000000007202,NO2,TEUSAQUILLO,2,2010;2017,6279,398,1408,0.0378461538461538,4
110011000000007205,NO2,CHAPINERO,2,2010;2017,5016,314,882,0.0202083333333333,4
110011000000007207,NO2,TEUSAQUILLO,2,2010;2017,2519,182,563,0.0334615384615384,4
110011000000007209,NO2,TEUSAQUILLO,2,2010;2017,6408,471,1022,0.0341463414634146,3
110011000000007308,NO2,BARRIOS UNIDOS,2,2010;2017,1692,156,300,0.0492857142857142,3
110011000000007309,NO2,BARRIOS UNIDOS,2,2010;2017,1655,186,251,0.055,3
110011000000008101,NO2,SANTA FE,2,2010;2017,1484,63,271,0.090625,3
110011000000008107,NO2,SANTA FE,2,2010;2017,2038,182,375,0.112,4
110011000000009108,NO2,SUBA,2,2021;2023,24195,2104,4780,0.0490990990990991,5
110011000000009202,NO2,SUBA,2,2021;2023,12126,1295,1437,0.0608928571428571,3
110011000000009203,NO2,SUBA,2,2021;2023,16333,2331,1622,0.1291549295774648,2
110011000000009204,NO2,SUBA,2,2021;2023,21882,3173,1745,0.0962280701754386,2
110011000000009207,NO2,SUBA,2,2021;2023,34641,4888,3818,0.1016666666666667,2
110011000000001101,NO2,SAN CRISTOBAL,1,2017,4600,576,463,0.20625,2
110011000000001102,NO2,SAN CRISTOBAL,1,2017,8859,1150,950,0.1302222222222222,2
110011000000001106,NO2,SAN CRISTOBAL,1,2017,19118,2531,2163,0.1605384615384615,2
110011000000001108,NO2,SAN CRISTOBAL,1,2017,13085,1700,1514,0.09625,2
110011000000001110,NO2,SAN CRISTOBAL,1,2017,1515,145,266,0.0876923076923077,3
110011000000001111,NO2,SAN CRISTOBAL,1,2017,2824,296,513,0.1006896551724138,3
110011000000001112,NO2,SAN CRISTOBAL,1,2017,886,87,159,0.1109090909090909,3
110011000000001114,NO2,SAN CRISTOBAL,1,2017,1424,144,276,0.07,3
110011000000001201,NO2,SAN CRISTOBAL,1,2017,7153,894,962,0.0942857142857142,2
110011000000001202,NO2,SAN CRISTOBAL,1,2017,4180,400,658,0.0480645161290322,3
110011000000001203,NO2,ANTONIO NARIÑO,1,2017,1443,106,253,0.14,3
110011000000001205,NO2,SAN CRISTOBAL,1,2017,2805,266,526,0.0526923076923077,3
110011000000001207,NO2,SAN CRISTOBAL,1,2017,5104,495,770,0.0604347826086956,3
110011000000001208,NO2,SAN CRISTOBAL,1,2017,340,31,54,0.245,2
110011000000001209,NO2,SAN CRISTOBAL,1,2017,2772,338,448,0.1014285714285714,3
110011000000001210,NO2,SAN CRISTOBAL,1,2017,2881,303,516,0.0878947368421052,3
110011000000001301,NO2,SAN CRISTOBAL,1,2017,8012,910,1002,0.0837254901960784,2
110011000000001332,NO2,SAN CRISTOBAL,1,2017,14319,1907,1854,0.147421875,2
110011000000001401,NO2,RAFAEL URIBE URIBE,1,2017,10730,1171,1689,0.0692592592592592,3
110011000000001405,NO2,SAN CRISTOBAL,1,2017,9993,1064,1610,0.0846153846153846,3
110011000000001406,NO2,SAN CRISTOBAL,1,2017,7842,770,1127,0.0768965517241379,2
110011000000001407,NO2,SAN CRISTOBAL,1,2017,2002,194,334,0.1428571428571428,3
110011000000001408,NO2,SAN CRISTOBAL,1,2017,7811,929,1077,0.08484375,2
110011000000001409,NO2,SAN CRISTOBAL,1,2017,11574,1509,1489,0.1724444444444444,2
110011000000002303,NO2,RAFAEL URIBE URIBE,1,2017,3551,398,608,0.0652941176470588,3
110011000000002516,NO2,CIUDAD BOLIVAR,1,2018,5212,779,569,0.1271794871794872,2
110011000000002520,NO2,CIUDAD BOLIVAR,1,2018,30,2,3,0.0,2
110011000000002523,NO2,CIUDAD BOLIVAR,1,2018,19427,3215,1752,0.1881666666666666,1
110011000000002530,NO2,CIUDAD BOLIVAR,1,2018,13694,2682,1070,0.3673519163763067,1
110011000000002560,NO2,CIUDAD BOLIVAR,1,2018,12394,2103,1337,0.202,1
110011000000002561,NO2,CIUDAD BOLIVAR,1,2018,23736,4493,1634,0.3322054380664652,1
110011000000003102,NO2,SANTA FE,1,2017,5951,369,992,0.11,3
110011000000003105,NO2,SANTA FE,1,2017,4029,454,636,0.1745714285714286,2
110011000000003106,NO2,SANTA FE,1,2017,1687,107,259,0.1973529411764706,3
110011000000003109,NO2,SANTA FE,1,2017,2943,162,490,0.1807142857142857,3
110011000000003110,NO2,SANTA FE,1,2017,1646,101,291,0.2,2
110011000000003202,NO2,SAN CRISTOBAL,1,2017,9941,1253,1392,0.1625,2
110011000000003203,NO2,SANTA FE,1,2017,6346,569,982,0.2276470588235294,2
110011000000003211,NO2,SAN CRISTOBAL,1,2017,7353,1000,999,0.2013333333333333,2
110011000000004548,NO2,BOSA,1,2019,74503,9528,5108,0.0912269938650306,2
110011000000005102,NO2,BARRIOS UNIDOS,1,2017,14094,1323,2327,0.0245070422535211,4
110011000000005103,NO2,BARRIOS UNIDOS,1,2017,2722,219,503,0.0357894736842105,3
110011000000005201,NO2,BARRIOS UNIDOS,1,2017,4346,435,775,0.0658823529411764,3
110011000000005202,NO2,BARRIOS UNIDOS,1,2017,4371,469,598,0.0817948717948718,3
110011000000005203,NO2,BARRIOS UNIDOS,1,2017,5490,569,965,0.0637037037037037,3
110011000000005204,NO2,BARRIOS UNIDOS,1,2017,8830,885,1476,0.0547272727272727,3
110011000000005206,NO2,BARRIOS UNIDOS,1,2017,4813,565,648,0.0726666666666666,3
110011000000005301,NO2,SUBA,1,2015,9462,699,2299,0.0208955223880597,5
110011000000005304,NO2,SUBA,1,2015,4715,328,1199,0.0466,5
110011000000005305,NO2,BARRIOS UNIDOS,1,2017,2303,154,492,0.0342857142857142,3
110011000000005307,NO2,SUBA,1,2015,11182,862,2849,0.0282432432432432,4
110011000000005401,NO2,SUBA,1,2015,5802,409,1656,0.0167164179104477,4
110011000000005403,NO2,SUBA,1,2015,10667,866,2494,0.0598529411764705,4
110011000000005405,NO2,ENGATIVA,1,2015,9487,1147,1270,0.0812765957446808,3
110011000000005508,NO2,ENGATIVA,1,2016,4592,421,717,0.0487096774193548,3
110011000000005510,NO2,ENGATIVA,1,2016,5618,586,876,0.0524,3
110011000000005617,NO2,ENGATIVA,1,2021,11555,1194,1782,0.0810588235294117,3
110011000000005620,NO2,ENGATIVA,1,2021,12522,1399,1662,0.0595238095238095,3
110011000000005623,NO2,ENGATIVA,1,2021,9631,964,1577,0.0638983050847457,3
110011000000005634,NO2,ENGATIVA,1,2021,21540,2073,3381,0.0431730769230769,3
110011000000005636,NO2,SUBA,1,2021,58122,4729,9625,0.0304347826086956,3
110011000000005637,NO2,ENGATIVA,1,2021,27243,3231,4574,0.0876666666666666,2
110011000000005638,NO2,ENGATIVA,1,2021,21322,3217,1500,0.205,3
110011000000006105,NO2,SANTA FE,1,2017,1540,257,126,0.1746153846153846,2
110011000000007103,NO2,SANTA FE,1,2017,977,57,202,0.0733333333333333,4
110011000000007105,NO2,SANTA FE,1,2017,2111,151,384,0.0385,4
110011000000007203,NO2,CHAPINERO,1,2017,4501,289,668,0.0466666666666666,3
110011000000007204,NO2,CHAPINERO,1,2017,4636,312,604,0.0504761904761904,3
110011000000007208,NO2,TEUSAQUILLO,1,2017,2373,158,459,0.0365384615384615,4
110011000000007301,NO2,BARRIOS UNIDOS,1,2017,1547,147,280,0.0623809523809523,3
110011000000007302,NO2,BARRIOS UNIDOS,1,2017,1851,143,421,0.0479310344827586,3
110011000000007303,NO2,BARRIOS UNIDOS,1,2017,3200,257,536,0.061081081081081,3
110011000000007304,NO2,CHAPINERO,1,2017,1350,112,186,0.0538888888888888,3
110011000000007305,NO2,CHAPINERO,1,2017,2043,162,303,0.0708333333333333,3
110011000000007306,NO2,TEUSAQUILLO,1,2017,2053,133,369,0.0309090909090909,3
110011000000007307,NO2,BARRIOS UNIDOS,1,2017,1604,124,250,0.0375,3
110011000000007310,NO2,BARRIOS UNIDOS,1,2017,3268,387,458,0.0627777777777777,3
110011000000007311,NO2,BARRIOS UNIDOS,1,2017,2495,276,325,0.0875675675675675,3
110011000000007312,NO2,BARRIOS UNIDOS,1,2017,1630,152,231,0.1161538461538461,3
110011000000007401,NO2,CHAPINERO,1,2017,4745,255,1481,0.0296226415094339,4
110011000000007402,NO2,CHAPINERO,1,2017,1691,128,322,0.0282608695652173,3
110011000000007403,NO2,CHAPINERO,1,2017,1437,111,318,0.1018918918918919,3
110011000000007404,NO2,BARRIOS UNIDOS,1,2017,734,31,164,0.1092307692307692,3
110011000000007405,NO2,BARRIOS UNIDOS,1,2017,1810,173,384,0.0465217391304347,3
110011000000007406,NO2,BARRIOS UNIDOS,1,2017,1834,164,335,0.0870967741935483,3
110011000000007407,NO2,BARRIOS UNIDOS,1,2017,1836,168,343,0.043076923076923,3
110011000000008102,NO2,SANTA FE,1,2017,16,3,2,0.2366666666666667,2
110011000000008103,NO2,SANTA FE,1,2017,397,28,66,0.06625,3
110011000000008104,NO2,SANTA FE,1,2017,4620,449,885,0.0802439024390243,2
110011000000008108,NO2,SANTA FE,1,2017,4914,370,558,0.0485714285714285,4
110011000000008109,NO2,SANTA FE,1,2017,890,85,158,0.2016666666666667,3
110011000000008201,NO2,CHAPINERO,1,2017,1730,107,407,0.1073333333333333,4
110011000000008204,NO2,CHAPINERO,1,2017,5919,404,995,0.0210714285714285,4
110011000000008205,NO2,CHAPINERO,1,2017,10900,1091,1052,0.1350649350649351,4
110011000000008206,NO2,CHAPINERO,1,2017,3046,150,471,0.1045454545454545,4
110011000000008207,NO2,CHAPINERO,1,2017,4595,219,618,0.014054054054054,4
110011000000008208,NO2,CHAPINERO,1,2017,9121,607,944,0.0633333333333333,4
110011000000008209,NO2,CHAPINERO,1,2017,4678,628,378,0.153695652173913,1
110011000000008210,NO2,CHAPINERO,1,2017,1098,55,127,0.0225,4
110011000000008211,NO2,SANTA FE,1,2017,4685,163,418,0.0428,4
110011000000008212,NO2,CHAPINERO,1,2017,5335,261,682,0.032,4
110011000000008213,NO2,CHAPINERO,1,2017,7372,360,1036,0.0612820512820512,3
110011000000008214,NO2,CHAPINERO,1,2017,4240,190,757,0.0999999999999999,4
110011000000008216,NO2,CHAPINERO,1,2017,1092,107,154,0.0506666666666666,5
110011000000008305,NO2,CHAPINERO,1,2017,6963,613,1590,0.0275862068965517,6
110011000000008306,NO2,CHAPINERO,1,2017,2367,187,492,0.079090909090909,4
110011000000009106,NO2,SUBA,1,2023,20237,1630,4174,0.0359223300970873,5
110011000000009111,NO2,SUBA,1,2015,21507,1619,5569,0.0153424657534246,5
110011000000009114,NO2,SUBA,1,2023,41218,4222,6250,0.0480821917808219,4
110011000000009115,NO2,SUBA,1,2023,63212,6437,9586,0.0369512195121951,4
110011000000009122,NO2,SUBA,1,2023,3137,255,717,0.035,4
110011000000009201,NO2,SUBA,1,2023,19471,2284,2314,0.0705714285714285,2
110011000000009206,NO2,SUBA,1,2021,14656,2288,1435,0.1301694915254237,2
110011000000009208,NO2,SUBA,1,2021,24518,2602,3314,0.0482786885245901,3
110011000000009214,NO2,SUBA,1,2021,30958,3669,3523,0.0768799999999999,2
110011000000009215,NO2,SUBA,1,2021,79417,11152,7139,0.1093134328358209,2
110011000000009216,NO2,SUBA,1,2021,37451,4855,3873,0.0700869565217391,2
