localidad,pollutant,year,cluster,total_population,children_0_9,older_adults_60_plus,avg_IPM,sector_count
CIUDAD BOLIVAR,PM2.5,2014,HH,364524,51831,37177,0.15486884057426908,24
CIUDAD BOLIVAR,PM2.5,2014,NS,236524,38773,22675,0.17336769795347287,25
CIUDAD BOLIVAR,PM2.5,2015,HH,499816,74706,50121,0.16853867471392645,34
CIUDAD BOLIVAR,PM2.5,2015,NS,101232,15898,9731,0.1547153121563854,15
CIUDAD BOLIVAR,PM2.5,2016,HH,480389,71491,48369,0.1679438870789949,33
CIUDAD BOLIVAR,PM2.5,2016,NS,120659,19113,11483,0.15680602181327796,16
CIUDAD BOLIVAR,PM2.5,2017,HH,268829,36616,27598,0.1235491400722199,16
CIUDAD BOLIVAR,PM2.5,2017,LL,15020,1908,2126,0.1431885125184094,2
CIUDAD BOLIVAR,PM2.5,2017,NS,317199,52080,30128,0.18670585020732072,31
CIUDAD BOLIVAR,PM2.5,2018,HH,214025,29163,20912,0.12267856708514667,12
CIUDAD BOLIVAR,PM2.5,2018,NS,387023,61441,38940,0.17780815723236543,37
CIUDAD BOLIVAR,PM2.5,2019,HH,129972,17930,12419,0.12336419952407325,7
CIUDAD BOLIVAR,PM2.5,2019,LL,15098,1924,2127,0.058316151202749134,3
CIUDAD BOLIVAR,PM2.5,2019,NS,455978,70750,45306,0.17980889159852614,39
CIUDAD BOLIVAR,PM2.5,2020,HH,112608,15181,11089,0.0810652956956836,4
CIUDAD BOLIVAR,PM2.5,2020,LH,2416,261,333,0.116875,1
CIUDAD BOLIVAR,PM2.5,2020,LL,15098,1924,2127,0.0874742268041237,2
CIUDAD BOLIVAR,PM2.5,2020,NS,470926,73238,46303,0.1770228568149595,42
CIUDAD BOLIVAR,PM2.5,2021,HH,112608,15181,11089,0.0810652956956836,4
CIUDAD BOLIVAR,PM2.5,2021,LH,2416,261,333,0.116875,1
CIUDAD BOLIVAR,PM2.5,2021,LL,15098,1924,2127,0.058316151202749134,3
CIUDAD BOLIVAR,PM2.5,2021,NS,470926,73238,46303,0.18134048746898287,41
CIUDAD BOLIVAR,PM2.5,2022,HH,388038,55453,39853,0.14385085462806602,25
CIUDAD BOLIVAR,PM2.5,2022,LL,18653,2490,2348,0.1704960453826433,3
CIUDAD BOLIVAR,PM2.5,2022,NS,194357,32661,17651,0.1877754819414143,21
CIUDAD BOLIVAR,PM2.5,2023,HH,337402,47493,34323,0.14046048653468707,22
CIUDAD BOLIVAR,PM2.5,2023,LL,18924,2442,2592,0.13375358198901713,3
CIUDAD BOLIVAR,PM2.5,2023,NS,244722,40669,22937,0.1899855488703797,24
CIUDAD BOLIVAR,PM2.5,2024,HH,230121,30605,24111,0.11431651976413038,14
CIUDAD BOLIVAR,PM2.5,2024,LL,15020,1908,2126,0.1431885125184094,2
CIUDAD BOLIVAR,PM2.5,2024,NS,355907,58091,33615,0.18679504002680716,33
CIUDAD BOLIVAR,SO2,2011,HH,556910,83480,56164,0.16265793987798413,43
CIUDAD BOLIVAR,SO2,2011,NS,44138,7124,3688,0.17612553464432712,6
CIUDAD BOLIVAR,SO2,2012,HH,556910,83480,56164,0.16265793987798413,43
CIUDAD BOLIVAR,SO2,2012,NS,44138,7124,3688,0.17612553464432712,6
CIUDAD BOLIVAR,SO2,2014,LL,125,23,2,0.08,1
CIUDAD BOLIVAR,SO2,2014,NS,600923,90581,59850,0.16606342963790166,48
CIUDAD BOLIVAR,SO2,2015,HH,154063,21705,14471,0.13848100288026738,8
CIUDAD BOLIVAR,SO2,2015,LL,125,23,2,0.08,1
CIUDAD BOLIVAR,SO2,2015,NS,446860,68876,45379,0.17157991498942854,40
CIUDAD BOLIVAR,SO2,2016,HH,319161,44991,32177,0.14198080620016265,20
CIUDAD BOLIVAR,SO2,2016,NS,281887,45613,27675,0.17970443098675956,29
CIUDAD BOLIVAR,SO2,2017,HH,556910,83480,56164,0.16265793987798413,43
CIUDAD BOLIVAR,SO2,2017,NS,44138,7124,3688,0.17612553464432712,6
CIUDAD BOLIVAR,SO2,2018,HH,406010,58659,41703,0.1584150694310059,27
CIUDAD BOLIVAR,SO2,2018,NS,195038,31945,18149,0.17153807945373278,22
CIUDAD BOLIVAR,SO2,2019,HH,356731,50737,36435,0.1533306826959792,25
CIUDAD BOLIVAR,SO2,2019,NS,244317,39867,23417,0.1757407314674917,24
CIUDAD BOLIVAR,SO2,2020,HH,499971,74731,50126,0.16139763722981942,36
CIUDAD BOLIVAR,SO2,2020,NS,101077,15873,9726,0.17236382171890624,13
CIUDAD BOLIVAR,SO2,2021,HH,582637,87828,58309,0.16437521124709706,48
CIUDAD BOLIVAR,SO2,2021,NS,18411,2776,1543,0.1610344827586207,1
CIUDAD BOLIVAR,SO2,2022,HH,601048,90604,59852,0.16430703311467917,49
CIUDAD BOLIVAR,SO2,2023,HH,601048,90604,59852,0.16430703311467917,49
CIUDAD BOLIVAR,SO2,2024,HH,337198,53175,32988,0.17111744234802978,31
CIUDAD BOLIVAR,SO2,2024,NS,263850,37429,26864,0.1525779949905754,18
CIUDAD BOLIVAR,eBC,2021,HH,524629,78555,52619,0.16169915073277974,37
CIUDAD BOLIVAR,eBC,2021,NS,76419,12049,7233,0.1723480037922025,12
CIUDAD BOLIVAR,eBC,2022,HH,519379,77770,52051,0.16787683114095323,35
CIUDAD BOLIVAR,eBC,2022,NS,81669,12834,7801,0.1553825380489941,14
CIUDAD BOLIVAR,eBC,2023,LL,325932,50382,31223,0.19165283065709815,22
CIUDAD BOLIVAR,eBC,2023,NS,275116,40222,28629,0.14202527215418967,27
ENGATIVA,CO,2010,LL,64691,5318,11164,0.03231529501451807,3
ENGATIVA,CO,2010,NS,668804,71723,96721,0.0635838440459034,49
ENGATIVA,CO,2011,NS,733495,77041,107885,0.06177988929409272,52
ENGATIVA,CO,2012,LL,110180,10866,18102,0.056224099228421066,12
ENGATIVA,CO,2012,NS,623315,66175,89783,0.06344662631379422,40
ENGATIVA,CO,2013,LL,522683,51156,82751,0.057000229852535125,42
ENGATIVA,CO,2013,NS,210812,25885,25134,0.0818544589486346,10
ENGATIVA,CO,2014,LL,410661,41266,66122,0.055550632486264705,35
ENGATIVA,CO,2014,NS,322834,35775,41763,0.07460482978079745,17
ENGATIVA,CO,2015,LL,168926,15048,29516,0.04525304927818128,15
ENGATIVA,CO,2015,NS,564569,61993,78369,0.06847995957081357,37
ENGATIVA,CO,2016,LL,275762,25636,46240,0.05849433866843481,27
ENGATIVA,CO,2016,NS,457733,51405,61645,0.06532828396980327,25
ENGATIVA,CO,2017,LL,615743,61932,94496,0.05879970839521006,47
ENGATIVA,CO,2017,NS,117752,15109,13389,0.08979358974358972,5
ENGATIVA,CO,2018,LL,75403,6953,13256,0.053239734185771694,6
ENGATIVA,CO,2018,NS,658092,70088,94629,0.06289382256909111,46
ENGATIVA,CO,2019,LL,560880,61359,78501,0.06755020155811926,36
ENGATIVA,CO,2019,NS,172615,15682,29384,0.048796686700032975,16
ENGATIVA,CO,2020,LL,146881,14430,23873,0.05519670258341078,17
ENGATIVA,CO,2020,NS,586614,62611,84012,0.06497743712499537,35
ENGATIVA,CO,2021,LL,238310,28565,28326,0.08556559214544532,11
ENGATIVA,CO,2021,NS,495185,48476,79559,0.055398359260803005,41
ENGATIVA,CO,2022,HH,78751,7897,12884,0.06497074497677692,7
ENGATIVA,CO,2022,LL,162359,20491,17200,0.09765346570092033,6
ENGATIVA,CO,2022,NS,492385,48653,77801,0.05568815985256054,39
ENGATIVA,CO,2023,HH,43016,4232,7365,0.0627295347707664,5
ENGATIVA,CO,2023,LL,238310,28565,28326,0.08556559214544532,11
ENGATIVA,CO,2023,NS,452169,44244,72194,0.054380140439974745,36
ENGATIVA,CO,2024,LL,260906,30765,32052,0.08026009531669266,11
ENGATIVA,CO,2024,NS,472589,46276,75833,0.05682178523924883,41
ENGATIVA,NO2,2010,HH,64691,5318,11164,0.03231529501451807,3
ENGATIVA,NO2,2010,LL,460576,51720,62444,0.07331592289669124,26
ENGATIVA,NO2,2010,NS,208228,20003,34277,0.05258236360588238,23
ENGATIVA,NO2,2013,HH,20663,1833,3278,0.0316981132075471,1
ENGATIVA,NO2,2013,LL,224043,21618,37629,0.05276307356674842,25
ENGATIVA,NO2,2013,NS,488789,53590,66978,0.07160689580448322,26
ENGATIVA,NO2,2014,HH,72827,6109,12449,0.03504875147679594,5
ENGATIVA,NO2,2014,LL,91749,8797,15467,0.057761053775694286,6
ENGATIVA,NO2,2014,NS,568919,62135,79969,0.06562790642084576,41
ENGATIVA,NO2,2015,HH,189474,18376,31911,0.05726150024162524,17
ENGATIVA,NO2,2015,NS,544021,58665,75974,0.0639745354052912,35
ENGATIVA,NO2,2016,HH,273692,25318,45427,0.05679487609965746,26
ENGATIVA,NO2,2016,NS,459803,51723,62458,0.06676490248852798,26
ENGATIVA,NO2,2017,HH,51190,4728,8587,0.039180953215084316,6
ENGATIVA,NO2,2017,NS,682305,72313,99298,0.06472757660874598,46
ENGATIVA,NO2,2018,LL,257192,24721,43829,0.05562393338750635,25
ENGATIVA,NO2,2018,NS,476303,52320,64056,0.06747984846685788,27
ENGATIVA,NO2,2019,HH,288925,32922,35547,0.07081574843464539,14
ENGATIVA,NO2,2019,LL,2363,179,429,0.004,1
ENGATIVA,NO2,2019,NS,442207,43940,71909,0.059922534194805026,37
ENGATIVA,NO2,2020,LL,2363,179,429,0.004,1
ENGATIVA,NO2,2020,NS,731132,76862,107456,0.06291282829985924,51
ENGATIVA,NO2,2021,HH,662608,70159,96435,0.06500191281019255,43
ENGATIVA,NO2,2021,NS,70887,6882,11450,0.0463857769393935,9
ENGATIVA,NO2,2022,HH,264331,25115,41455,0.06277759298469958,16
ENGATIVA,NO2,2022,NS,469164,51926,66430,0.06133646543160079,36
ENGATIVA,NO2,2023,HH,258114,25244,38513,0.06368589428031725,13
ENGATIVA,NO2,2023,NS,475381,51797,69372,0.061144554298684546,39
ENGATIVA,NO2,2024,HH,407896,41464,60234,0.06253028734540113,24
ENGATIVA,NO2,2024,NS,325599,35577,47651,0.0611366909643998,28
ENGATIVA,O3,2010,HH,212299,20365,36020,0.05583991565702893,20
ENGATIVA,O3,2010,NS,521196,56676,71865,0.06549237281725759,32
ENGATIVA,O3,2011,HH,518839,54826,77240,0.06246055431657118,38
ENGATIVA,O3,2011,NS,214656,22215,30645,0.05993236994736546,14
ENGATIVA,O3,2012,HH,647574,67137,97730,0.061971829295853646,47
ENGATIVA,O3,2012,NS,85921,9904,10155,0.05997565327754004,5
ENGATIVA,O3,2013,HH,428093,48467,57136,0.0710096829288689,24
ENGATIVA,O3,2013,LL,64691,5318,11164,0.03231529501451807,3
ENGATIVA,O3,2013,NS,240711,23256,39585,0.056455038718256544,25
ENGATIVA,O3,2014,HH,272559,26546,45861,0.05563165355715387,26
ENGATIVA,O3,2014,NS,460936,50495,62024,0.06792812503103156,26
ENGATIVA,O3,2015,HH,77001,7233,13345,0.06604875112312283,7
ENGATIVA,O3,2015,NS,656494,69808,94540,0.06111584412068804,45
ENGATIVA,O3,2016,HH,703818,74519,102833,0.06391251577433504,49
ENGATIVA,O3,2016,NS,29677,2522,5052,0.026946990116801395,3
ENGATIVA,O3,2017,HH,21540,2073,3381,0.0431730769230769,1
ENGATIVA,O3,2017,NS,711955,74968,104504,0.06214472875234792,51
ENGATIVA,O3,2018,HH,260906,30765,32052,0.08026009531669266,11
ENGATIVA,O3,2018,LL,42751,4433,6742,0.070106584663862,3
ENGATIVA,O3,2018,NS,429838,41843,69091,0.05577298528467411,38
ENGATIVA,O3,2019,NS,733495,77041,107885,0.06177988929409272,52
ENGATIVA,O3,2020,HH,112874,9571,19903,0.05592914383941614,12
ENGATIVA,O3,2020,NS,620621,67470,87982,0.0635351129304957,40
ENGATIVA,O3,2021,HH,52887,6703,5096,0.1305384173488439,3
ENGATIVA,O3,2021,LL,79799,7600,13315,0.05704970487656998,7
ENGATIVA,O3,2021,NS,600809,62738,89474,0.057656929931197615,42
ENGATIVA,O3,2022,HH,345020,33505,54157,0.06029197226301261,29
ENGATIVA,O3,2022,LL,33631,3349,5310,0.05761217948717945,2
ENGATIVA,O3,2022,NS,354844,40187,48418,0.06423155660433795,21
ENGATIVA,O3,2023,HH,26209,2511,4525,0.043654454552905474,3
ENGATIVA,O3,2023,LL,426730,48380,55980,0.07342728569568223,22
ENGATIVA,O3,2023,NS,280556,26150,47380,0.05430335534552207,27
ENGATIVA,O3,2024,HH,235105,21485,40413,0.052923584154199316,23
ENGATIVA,O3,2024,LL,273473,32554,34414,0.08300251955911692,11
ENGATIVA,O3,2024,NS,224917,23002,33058,0.0601268940331084,18
ENGATIVA,PM10,2010,LL,154566,15079,25445,0.054164491663313954,18
ENGATIVA,PM10,2010,NS,578929,61962,82440,0.06581157039274031,34
ENGATIVA,PM10,2011,LL,99019,9716,16520,0.053155766651390476,11
ENGATIVA,PM10,2011,NS,634476,67325,91365,0.06409367829579332,41
ENGATIVA,PM10,2012,LL,78787,7359,13103,0.042421145900207985,8
ENGATIVA,PM10,2012,NS,654708,69682,94782,0.06529966082025357,44
ENGATIVA,PM10,2013,LL,300992,28419,51015,0.052629984587443675,29
ENGATIVA,PM10,2013,NS,432503,48622,56870,0.07331672566334586,23
ENGATIVA,PM10,2014,LL,296564,29027,49400,0.05539383397625924,29
ENGATIVA,PM10,2014,NS,436931,48014,58485,0.06983187208614362,23
ENGATIVA,PM10,2015,LL,60621,6101,9762,0.0529689549825334,6
ENGATIVA,PM10,2015,NS,672874,70940,98123,0.06292914159560045,46
ENGATIVA,PM10,2016,LL,26209,2511,4525,0.043654454552905474,3
ENGATIVA,PM10,2016,NS,707286,74530,103360,0.06288960978845112,49
ENGATIVA,PM10,2017,LL,51134,4954,8492,0.04730742683010392,5
ENGATIVA,PM10,2017,NS,682361,72087,99393,0.0633195129604745,47
ENGATIVA,PM10,2018,LL,63019,6252,10378,0.048605424617063256,7
ENGATIVA,PM10,2018,NS,670476,70789,97507,0.06382925046607507,45
ENGATIVA,PM10,2019,LL,35696,3658,5795,0.0530599898508493,4
ENGATIVA,PM10,2019,NS,697799,73383,102090,0.06250654758102968,48
ENGATIVA,PM10,2020,LL,283054,26284,48673,0.05145265410502244,28
ENGATIVA,PM10,2020,NS,450441,50757,59212,0.07382833034800804,24
ENGATIVA,PM10,2021,LL,171468,16603,28605,0.05332921132815138,20
ENGATIVA,PM10,2021,NS,562027,60438,79280,0.06706156302280605,32
ENGATIVA,PM10,2022,HH,9131,841,1209,0.14495454545454545,2
ENGATIVA,PM10,2022,LL,12622,1255,2102,0.038734693877551005,2
ENGATIVA,PM10,2022,NS,711742,74945,104574,0.059274495096429757,48
ENGATIVA,PM10,2023,HH,510,42,39,0.184,1
ENGATIVA,PM10,2023,NS,732985,76999,107846,0.059383416535153354,51
ENGATIVA,PM10,2024,LL,119286,11643,19909,0.053412904165611494,13
ENGATIVA,PM10,2024,NS,614209,65398,87976,0.06456888433691979,39
ENGATIVA,PM2.5,2010,LL,199717,19501,33272,0.05828374455918121,20
ENGATIVA,PM2.5,2010,NS,533778,57540,74613,0.06396497975341241,32
ENGATIVA,PM2.5,2011,LL,308119,30221,51182,0.05624933362803099,30
ENGATIVA,PM2.5,2011,NS,425376,46820,56703,0.06932155611144962,22
ENGATIVA,PM2.5,2012,LL,332303,31236,56308,0.052021727374075954,31
ENGATIVA,PM2.5,2012,NS,401192,45805,51577,0.07618479498554603,21
ENGATIVA,PM2.5,2013,LL,482268,47397,78152,0.05452273826012226,39
ENGATIVA,PM2.5,2013,NS,251227,29644,29733,0.08355134239600412,13
ENGATIVA,PM2.5,2014,LL,87203,8769,14110,0.06626606852134646,8
ENGATIVA,PM2.5,2014,NS,646292,68272,93775,0.06096422034368294,44
ENGATIVA,PM2.5,2015,LL,151398,14985,24298,0.057289994445610205,17
ENGATIVA,PM2.5,2015,NS,582097,62056,83587,0.06396069536335565,35
ENGATIVA,PM2.5,2016,LL,137827,13558,22529,0.06126995250800449,12
ENGATIVA,PM2.5,2016,NS,595668,63483,85356,0.06193287032991919,40
ENGATIVA,PM2.5,2017,HH,20663,1833,3278,0.0316981132075471,1
ENGATIVA,PM2.5,2017,LL,23510,2081,4268,0.03601142501038635,4
ENGATIVA,PM2.5,2017,NS,689322,73127,100339,0.06461298787327083,47
ENGATIVA,PM2.5,2018,LL,6681,563,1213,0.025474747474747466,3
ENGATIVA,PM2.5,2018,NS,726814,76478,106672,0.06400265307895059,49
ENGATIVA,PM2.5,2019,NS,733495,77041,107885,0.06177988929409272,52
ENGATIVA,PM2.5,2020,LH,20663,1833,3278,0.0316981132075471,1
ENGATIVA,PM2.5,2020,NS,712832,75208,104607,0.06236972804088774,51
ENGATIVA,PM2.5,2021,HH,20663,1833,3278,0.0316981132075471,1
ENGATIVA,PM2.5,2021,LL,11815,1055,2163,0.0343209876543209,1
ENGATIVA,PM2.5,2021,NS,701017,74153,102444,0.06293070284861907,50
ENGATIVA,PM2.5,2022,HH,9131,841,1209,0.14495454545454545,2
ENGATIVA,PM2.5,2022,LL,6681,563,1213,0.025474747474747466,3
ENGATIVA,PM2.5,2022,NS,717683,75637,105463,0.0605578917012657,47
ENGATIVA,PM2.5,2023,HH,52887,6703,5096,0.1305384173488439,3
ENGATIVA,PM2.5,2023,NS,680608,70338,102789,0.057570183494822236,49
ENGATIVA,PM2.5,2024,HH,9131,841,1209,0.14495454545454545,2
ENGATIVA,PM2.5,2024,NS,724364,76200,106676,0.058452903047674615,50
ENGATIVA,SO2,2011,LL,664526,67236,102451,0.059069919146216655,49
ENGATIVA,SO2,2011,NS,68969,9805,5434,0.10604273504273502,3
ENGATIVA,SO2,2012,LL,685848,70453,103951,0.061988520763292324,50
ENGATIVA,SO2,2012,NS,47647,6588,3934,0.05656410256410255,2
ENGATIVA,SO2,2014,HH,344203,40374,42642,0.08149699919183725,15
ENGATIVA,SO2,2014,NS,389292,36667,65243,0.05378646636257466,37
ENGATIVA,SO2,2015,HH,54360,4902,9320,0.08254569565304087,5
ENGATIVA,SO2,2015,NS,679135,72139,98565,0.0595707609580344,47
ENGATIVA,SO2,2016,HH,510,42,39,0.184,1
ENGATIVA,SO2,2016,NS,732985,76999,107846,0.059383416535153354,51
ENGATIVA,SO2,2017,LL,664526,67236,102451,0.059069919146216655,49
ENGATIVA,SO2,2017,NS,68969,9805,5434,0.10604273504273502,3
ENGATIVA,SO2,2018,LL,231150,21111,39855,0.049250528860443205,22
ENGATIVA,SO2,2018,NS,502345,55930,68030,0.07096808694543569,30
ENGATIVA,SO2,2019,HH,93316,11529,9791,0.11430338566120557,4
ENGATIVA,SO2,2019,LL,51190,4728,8587,0.039180953215084316,6
ENGATIVA,SO2,2019,NS,588989,60784,89507,0.06000607098470222,42
ENGATIVA,SO2,2020,LL,218770,20148,37143,0.05170972565618101,21
ENGATIVA,SO2,2020,NS,514725,56893,70742,0.0686016130488071,31
ENGATIVA,SO2,2021,LL,538229,53013,85232,0.05618582161296824,42
ENGATIVA,SO2,2021,NS,195266,24028,22653,0.08527497355481548,10
ENGATIVA,SO2,2022,LL,688816,72199,100000,0.06266499296224275,48
ENGATIVA,SO2,2022,NS,44679,4842,7885,0.0511586452762923,4
ENGATIVA,SO2,2023,HH,65296,7935,7268,0.07243961903025885,2
ENGATIVA,SO2,2023,LL,191226,17351,32881,0.04980698232730088,17
ENGATIVA,SO2,2023,NS,476973,51755,67736,0.06730170623236935,33
ENGATIVA,SO2,2024,HH,238310,28565,28326,0.08556559214544532,11
ENGATIVA,SO2,2024,LL,135544,12253,22891,0.04545645604509458,11
ENGATIVA,SO2,2024,NS,359641,36223,56668,0.05904372377322942,30
ENGATIVA,eBC,2021,HH,510,42,39,0.184,1
ENGATIVA,eBC,2021,LL,130097,12714,21634,0.05980454542512753,12
ENGATIVA,eBC,2021,NS,602888,64285,86212,0.05925383841516131,39
ENGATIVA,eBC,2022,HH,208366,23496,26122,0.08018114989889294,8
ENGATIVA,eBC,2022,LL,20663,1833,3278,0.0316981132075471,1
ENGATIVA,eBC,2022,NS,504466,51712,78485,0.05905597513707281,43
ENGATIVA,eBC,2023,HH,586560,63237,82582,0.06592354509846292,40
ENGATIVA,eBC,2023,LL,20663,1833,3278,0.0316981132075471,1
ENGATIVA,eBC,2023,NS,126272,11971,22025,0.04944675692243248,11
FONTIBON,CO,2010,LL,30507,3639,3776,0.16990147243107767,6
FONTIBON,CO,2010,NS,347664,39902,42904,0.11693396333195077,24
FONTIBON,CO,2011,HH,79806,9659,9270,0.14674077021490073,6
FONTIBON,CO,2011,NS,298365,33882,37410,0.12272413888599502,24
FONTIBON,CO,2012,HH,15584,1446,2709,0.1488690476190476,2
FONTIBON,CO,2012,NS,362587,42095,43971,0.1260030664041139,28
FONTIBON,CO,2013,LL,46919,4768,7142,0.08848571749887538,4
FONTIBON,CO,2013,NS,331252,38773,39538,0.13353388786760706,26
FONTIBON,CO,2014,HH,25818,2603,3571,0.050847069597069555,2
FONTIBON,CO,2014,NS,352353,40938,43109,0.13300463626282663,28
FONTIBON,CO,2015,LL,122455,13733,15627,0.10789734416926877,6
FONTIBON,CO,2015,NS,255716,29808,31053,0.13243499539740303,24
FONTIBON,CO,2016,LL,170482,18823,22350,0.10561946691772275,11
FONTIBON,CO,2016,NS,207689,24718,24330,0.14021104307675444,19
FONTIBON,CO,2017,LL,322396,37294,40600,0.11034283935239479,24
FONTIBON,CO,2017,NS,55775,6247,6080,0.19626596834930168,6
FONTIBON,CO,2018,NS,378171,43541,46680,0.12752746515177615,30
FONTIBON,CO,2019,LL,340885,39441,41506,0.11733992615567677,24
FONTIBON,CO,2019,NS,37286,4100,5174,0.16827762113617376,6
FONTIBON,CO,2020,NS,378171,43541,46680,0.12752746515177615,30
FONTIBON,CO,2021,HH,79983,9682,9283,0.15792066018420065,7
FONTIBON,CO,2021,LL,53543,7085,5996,0.1041176470588235,3
FONTIBON,CO,2021,NS,244645,26774,31401,0.1204013196043705,20
FONTIBON,CO,2022,HH,77964,9831,7242,0.12686406487874494,4
FONTIBON,CO,2022,NS,300207,33710,39438,0.1276295267322425,26
FONTIBON,CO,2023,HH,114528,13843,12342,0.11845633639329643,7
FONTIBON,CO,2023,NS,263643,29698,34338,0.13028824346957435,23
FONTIBON,CO,2024,HH,203611,23491,23290,0.11673051139073803,15
FONTIBON,CO,2024,NS,174560,20050,23390,0.13832441891281427,15
FONTIBON,NO2,2010,HH,108524,13026,12668,0.14315781442126985,9
FONTIBON,NO2,2010,NS,269647,30515,34012,0.12082874403627887,21
FONTIBON,NO2,2013,HH,167653,19615,18869,0.14346529373279673,12
FONTIBON,NO2,2013,NS,210518,23926,27811,0.11690224609776245,18
FONTIBON,NO2,2014,HH,159741,17833,20801,0.13808748265272128,12
FONTIBON,NO2,2014,NS,218430,25708,25879,0.12048745348447941,18
FONTIBON,NO2,2015,HH,53046,6751,4978,0.07558175492848855,2
FONTIBON,NO2,2015,NS,325125,36790,41702,0.13123787302486814,28
FONTIBON,NO2,2016,HH,284322,31643,37306,0.10828112395866038,22
FONTIBON,NO2,2016,NS,93849,11898,9374,0.1804549034328446,8
FONTIBON,NO2,2017,LL,222963,26509,26029,0.09477615443446799,14
FONTIBON,NO2,2017,NS,155208,17032,20651,0.1561848620294208,16
FONTIBON,NO2,2018,NS,378171,43541,46680,0.12752746515177615,30
FONTIBON,NO2,2019,HH,377709,43486,46631,0.11710531980547445,28
FONTIBON,NO2,2019,NS,462,55,49,0.2734375,2
FONTIBON,NO2,2020,HH,79261,9594,9209,0.10437924742761426,4
FONTIBON,NO2,2020,NS,298910,33947,37471,0.13108872941703184,26
FONTIBON,NO2,2021,HH,361510,41615,45316,0.10621402674207792,26
FONTIBON,NO2,2021,NS,16661,1926,1364,0.2660648148148148,4
FONTIBON,NO2,2022,HH,378171,43541,46680,0.12752746515177615,30
FONTIBON,NO2,2023,HH,378171,43541,46680,0.12752746515177615,30
FONTIBON,NO2,2024,HH,378171,43541,46680,0.12752746515177615,30
FONTIBON,O3,2010,NS,378171,43541,46680,0.12752746515177615,30
FONTIBON,O3,2011,NS,378171,43541,46680,0.12752746515177615,30
FONTIBON,O3,2012,LL,15469,1434,2702,0.0463095238095238,1
FONTIBON,O3,2012,NS,362702,42107,43978,0.13032808381875038,29
FONTIBON,O3,2013,LL,99834,12053,11364,0.15404596227656017,8
FONTIBON,O3,2013,NS,278337,31488,35316,0.11788437528821834,22
FONTIBON,O3,2014,LL,36849,4044,5136,0.1609032738095238,4
FONTIBON,O3,2014,NS,341322,39497,41544,0.12239272535827653,26
FONTIBON,O3,2015,NS,378171,43541,46680,0.12752746515177615,30
FONTIBON,O3,2016,HH,67122,7772,9432,0.07737064595290265,4
FONTIBON,O3,2016,NS,311049,35769,37248,0.13524389887467977,26
FONTIBON,O3,2017,LL,238529,27078,30196,0.09933505440720881,16
FONTIBON,O3,2017,NS,139642,16463,16484,0.15974736314556745,14
FONTIBON,O3,2018,LL,36564,4012,5100,0.10724603174603171,3
FONTIBON,O3,2018,NS,341607,39529,41580,0.12978095775241444,27
FONTIBON,O3,2019,LL,660,77,68,0.2381187343358396,3
FONTIBON,O3,2019,NS,377511,43464,46612,0.1152395463535469,27
FONTIBON,O3,2020,HH,267293,30202,33838,0.1106558955238071,20
FONTIBON,O3,2020,LL,400,44,43,0.28665178571428573,2
FONTIBON,O3,2020,NS,110478,13295,12799,0.12992530908107144,8
FONTIBON,O3,2021,HH,294226,34706,34389,0.12396514234855657,21
FONTIBON,O3,2021,LL,37286,4100,5174,0.16827762113617376,6
FONTIBON,O3,2021,NS,46659,4735,7117,0.07096341280551803,3
FONTIBON,O3,2022,HH,287839,32690,36528,0.1211361235399666,22
FONTIBON,O3,2022,NS,90332,10851,10152,0.14510365458425248,8
FONTIBON,O3,2023,LL,45976,5073,6478,0.1522454797708557,7
FONTIBON,O3,2023,NS,332195,38468,40202,0.12000459113727369,23
FONTIBON,O3,2024,HH,334887,38574,41060,0.08607682162815566,21
FONTIBON,O3,2024,NS,43284,4967,5620,0.22424563337355735,9
FONTIBON,PM10,2010,HH,93433,11265,9944,0.11075315666490071,5
FONTIBON,PM10,2010,NS,284738,32276,36736,0.13088232684915124,25
FONTIBON,PM10,2011,HH,155337,18057,17841,0.10761418756515648,9
FONTIBON,PM10,2011,NS,222834,25484,28839,0.1360617269746132,21
FONTIBON,PM10,2012,HH,93433,11265,9944,0.11075315666490071,5
FONTIBON,PM10,2012,NS,284738,32276,36736,0.13088232684915124,25
FONTIBON,PM10,2013,HH,69062,8288,7709,0.11466237606368404,4
FONTIBON,PM10,2013,NS,309109,35253,38971,0.12950670962686725,26
FONTIBON,PM10,2014,HH,89610,10763,10078,0.09458032101901445,5
FONTIBON,PM10,2014,NS,288561,32778,36602,0.1341168939783285,25
FONTIBON,PM10,2015,HH,114528,13843,12342,0.11845633639329643,7
FONTIBON,PM10,2015,NS,263643,29698,34338,0.13028824346957435,23
FONTIBON,PM10,2016,HH,90157,10866,10107,0.12234634594721794,6
FONTIBON,PM10,2016,NS,288014,32675,36573,0.1288227449529157,24
FONTIBON,PM10,2017,HH,147080,17156,16714,0.11334160203644206,8
FONTIBON,PM10,2017,NS,231091,26385,29966,0.13268596083007947,22
FONTIBON,PM10,2018,HH,114528,13843,12342,0.11845633639329643,7
FONTIBON,PM10,2018,NS,263643,29698,34338,0.13028824346957435,23
FONTIBON,PM10,2019,HH,184357,21570,21984,0.12276750365886172,13
FONTIBON,PM10,2019,NS,193814,21971,24696,0.13116743570518133,17
FONTIBON,PM10,2020,HH,15469,1434,2702,0.0463095238095238,1
FONTIBON,PM10,2020,NS,362702,42107,43978,0.13032808381875038,29
FONTIBON,PM10,2021,HH,254344,29588,29364,0.085980430022307,15
